CODE,SOT,year,Site,Zone,Tree #,Aspect,Height,CODE,Stem length,Tray mass (g),SOT+0 (m/g),SOT+1 (m/g),SOT+2 (m/g),SOT+3 (m/g),SOT+4 (m/g),SOT+5 (m/g),Dry weight,Fresh wgt,Dry wgt,H2O content,Total needles,MEAN (cm),SA/leaf (cm2),SA total (cm2),SA total (m2),1,2,3,4,5,gmin
RLK F1 WS,2016-09-21,2016,RLK,F,1,W,S,RLK F1 WS,27.2,2.3461,2.5348,2.5206,2.51,2.5,2.4947,2.4885,2.4433,0.1887,0.0972,94.13580247,88,0.465,1.5624279,137.4936552,0.013749366,7.25162E-07,6.38048E-07,5.92216E-07,2.85127E-07,3.49241E-07,2.5198E-06
RLK F2 LA,2016-09-21,2016,RLK,F,2,L,A,RLK F2 LA,25.3,2.2795,2.5502,2.5286,2.511,2.502,2.4955,2.4841,2.4135,0.2707,0.134,102.0149254,58,0.6,2.016036,116.930088,0.011693009,1.25221E-06,1.31433E-06,6.26728E-07,4.25011E-07,7.43646E-07,4.12654E-06
RLK F2 LC,2016-09-21,2016,RLK,F,2,L,C,RLK F2 LC,15.8,2.175,2.3241,2.3129,2.307,2.303,2.3008,2.296,2.2414,0.1491,0.0664,124.5481928,26,0.67,2.2512402,58.5322452,0.005853225,1.29794E-06,8.8065E-07,5.56452E-07,2.86913E-07,6.27173E-07,2.39024E-06
RLK F2 LS,2016-09-21,2016,RLK,F,2,L,S,RLK F2 LS,17.6,2.242,2.4117,2.4035,2.3985,2.395,2.391,2.3883,2.3208,0.1697,0.0788,115.3553299,35,0.655,2.2008393,77.0293755,0.007702938,7.55982E-07,5.34834E-07,3.69977E-07,3.82281E-07,2.74122E-07,1.73751E-06
RLK F2 WA,2016-09-21,2016,RLK,F,2,W,A,RLK F2 WA,21,2.3137,2.4934,2.4832,2.4789,2.475,2.4707,2.4651,2.3994,0.1797,0.0857,109.6849475,41,0.615,2.0664369,84.7239129,0.008472391,8.15445E-07,4.4255E-07,3.74819E-07,3.88198E-07,5.03871E-07,8.20067E-08
RLK F2 WC,2016-09-21,2016,RLK,F,2,W,C,RLK F2 WC,24.2,2.302,2.5875,2.563,2.55,2.54,2.5348,2.5252,2.4335,0.2855,0.1315,117.1102662,51,0.635,2.1336381,108.8155431,0.010881554,1.52725E-06,1.04438E-06,7.48293E-07,3.64341E-07,6.7599E-07,3.31423E-06
RLK F2 WS,2016-09-21,2016,RLK,F,2,W,S,RLK F2 WS,19.6,2.1379,2.3154,2.3046,2.3,2.295,2.2908,2.2848,2.225,0.1775,0.0871,103.7887486,36,0.645,2.1672387,78.0205932,0.007802059,9.82316E-07,4.85968E-07,5.21823E-07,3.96131E-07,6.01786E-07,1.13342E-07
RLK F3 LA,2016-09-21,2016,RLK,F,3,L,A,RLK F3 LA,23.3,2.1692,2.3867,2.3741,2.368,2.364,2.3605,2.3556,2.2702,0.2175,0.101,115.3465347,49,0.67,2.2512402,110.3107698,0.011031077,7.73447E-07,4.81961E-07,2.9526E-07,2.42857E-07,3.37902E-07,1.18751E-06
RLK F3 LC,2016-09-21,2016,RLK,F,3,L,C,RLK F3 LC,19.2,2.206,2.4738,2.4571,2.45,2.444,2.4373,2.4299,2.3257,0.2678,0.1197,123.7259816,44,0.69,2.3184414,102.0114216,0.010201142,1.10865E-06,6.06759E-07,4.78922E-07,5.02554E-07,5.52662E-07,7.77877E-07
RLK F3 LS,2016-09-21,2016,RLK,F,3,L,S,RLK F3 LS,32.8,2.1865,2.6368,2.6071,2.594,2.5862,2.5758,2.5648,2.3942,0.4503,0.2077,116.8030814,75,0.77,2.5872462,194.043465,0.019404347,1.03682E-06,5.88862E-07,3.27309E-07,4.09419E-07,4.33043E-07,1.11401E-06
RLK F3 WA,2016-09-21,2016,RLK,F,3,W,A,RLK F3 WA,16.1,2.2574,2.4242,2.4157,2.4109,2.4078,2.4038,2.4,2.3363,0.1668,0.0789,111.4068441,29,0.675,2.2680405,65.7731745,0.006577317,9.18477E-07,6.01055E-07,3.83774E-07,4.47797E-07,4.51601E-07,1.14365E-06
RLK F3 WC,2016-09-21,2016,RLK,F,3,W,C,RLK F3 WC,27.8,2.2595,2.6373,2.6149,2.605,2.597,2.5915,2.584,2.4383,0.3778,0.1788,111.2975391,50,0.765,2.5704459,128.522295,0.01285223,1.23619E-06,6.351E-07,5.06844E-07,3.15689E-07,4.54528E-07,1.76056E-06
RLK F3 WS,2016-09-21,2016,RLK,F,3,W,S,RLK F3 WS,21.2,2.2148,2.3994,2.381,2.374,2.368,2.3637,2.36,2.3083,0.1846,0.0935,97.43315508,44,0.66,2.2176396,97.5761424,0.009757614,1.33355E-06,5.92537E-07,5.00692E-07,3.24824E-07,2.95733E-07,2.29444E-06
RLK F4 LA,2016-09-21,2016,RLK,F,4,L,A,RLK F4 LA,20.9,2.3663,2.5091,2.4992,2.493,2.489,2.4863,2.4829,2.4239,0.1428,0.0576,147.9166667,32,0.735,2.4696441,79.0286112,0.007902861,8.49372E-07,6.85206E-07,4.12134E-07,2.6071E-07,3.29221E-07,2.55573E-06
RLK F4 LC,2016-09-21,2016,RLK,F,4,L,C,RLK F4 LC,26,2.3315,2.6908,2.6654,2.65,2.633,2.6221,2.609,2.4958,0.3593,0.1643,118.6853317,57,0.62,2.0832372,118.7445204,0.011874452,1.50707E-06,1.07261E-06,1.16573E-06,6.77847E-07,8.63786E-07,2.89512E-06
RLK F4 LS,2016-09-21,2016,RLK,F,4,L,S,RLK F4 LS,27,2.1475,2.4352,2.4164,2.41,2.406,2.4004,2.3936,2.2832,0.2877,0.1357,112.0117907,49,0.74,2.4864444,121.8357756,0.012183578,1.04736E-06,4.59077E-07,2.6733E-07,3.50972E-07,4.26636E-07,3.99947E-07
RLK F4 WA,2016-09-21,2016,RLK,F,4,W,A,RLK F4 WA,19.3,2.3692,2.5436,2.5357,2.5311,2.527,2.5236,2.5194,2.4484,0.1744,0.0792,120.2020202,36,0.645,2.1672387,78.0205932,0.007802059,7.29693E-07,4.84133E-07,4.22604E-07,3.363E-07,4.11398E-07,9.46498E-07
RLK F4 WC,2016-09-21,2016,RLK,F,4,W,C,RLK F4 WC,23.8,2.3978,2.674,2.6532,2.643,2.635,2.6282,2.6193,2.528,0.2762,0.1302,112.1351767,49,0.55,1.848033,90.553617,0.009055362,1.62703E-06,9.28956E-07,7.19361E-07,5.53639E-07,7.66148E-07,1.88678E-06
RLK F4 WS,2016-09-21,2016,RLK,F,4,W,S,RLK F4 WS,15.8,2.4907,2.5623,2.5578,2.5547,2.5517,2.55,2.5482,2.5175,0.0716,0.0268,167.1641791,25,0.65,2.184039,54.600975,0.005460098,5.78687E-07,4.72169E-07,4.47387E-07,2.32693E-07,2.55199E-07,1.86667E-06
RLK F5 LA,2016-09-21,2016,RLK,F,5,L,A,RLK F5 LA,14.8,2.195,2.2825,2.2745,2.271,2.269,2.2673,2.2648,2.2321,0.0875,0.0371,135.8490566,23,0.7,2.352042,54.096966,0.005409697,1.04049E-06,5.34909E-07,3.01037E-07,2.31975E-07,3.59339E-07,1.39941E-06
RLK F5 LC,2016-09-21,2016,RLK,F,5,L,C,RLK F5 LC,14.5,2.2692,2.3867,2.3771,2.373,2.3691,2.3644,2.3613,2.3238,0.1175,0.0546,115.2014652,25,0.6,2.016036,50.4009,0.00504009,1.34184E-06,6.72124E-07,6.3007E-07,6.8719E-07,4.80088E-07,1.5256E-06
RLK F5 LS,2016-09-21,2016,RLK,F,5,L,S,RLK F5 LS,0.00001,2.2428,2.5489,2.5332,2.5203,2.5142,2.5093,2.5015,2.3901,0.3061,0.1473,107.8071962,55,0.78,2.6208468,144.146574,0.014414657,8.41764E-07,7.34106E-07,3.44578E-07,2.58613E-07,4.16105E-07,2.2583E-06
RLK F5 WA,2016-09-21,2016,RLK,F,5,W,A,RLK F5 WA,12,2.254,2.3219,2.3178,2.315,2.3136,2.3124,2.3115,2.2852,0.0679,0.0312,117.6282051,10,0.85,2.856051,28.56051,0.002856051,1.0097E-06,8.11146E-07,3.9914E-07,3.10685E-07,2.44209E-07,3.57251E-06
RLK F5 WC,2016-09-21,2016,RLK,F,5,W,C,RLK F5 WC,33.8,2.3875,2.8756,2.844,2.817,2.79,2.7717,2.7478,2.6051,0.4881,0.2176,124.3106618,77,0.785,2.6376471,203.0988267,0.020309883,1.0948E-06,1.09868E-06,1.08248E-06,6.64972E-07,9.15481E-07,2.63285E-06
RLK F5 WS,2016-09-21,2016,RLK,F,5,W,S,RLK F5 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROK E1 LA,2016-09-21,2016,ROK,E,1,L,A,ROK E1 LA,19.8,2.4246,2.6963,2.6804,2.6726,2.6655,2.6584,2.6513,2.5361,0.2717,0.1115,143.67713,34,1.06,3.5616636,121.0965624,0.012109656,9.47031E-07,5.2868E-07,4.71467E-07,4.52458E-07,4.48119E-07,9.31393E-07
ROK E1 LC,2016-09-21,2016,ROK,E,1,L,C,ROK E1 LC,17.9,2.4842,2.7868,2.7671,2.7581,2.7504,2.7438,2.7364,2.6252,0.3026,0.141,114.6099291,21,1.065,3.5784639,75.1477419,0.007514774,1.8593E-06,9.91606E-07,8.24083E-07,6.72464E-07,7.5772E-07,2.3047E-06
ROK E1 LS,2016-09-21,2016,ROK,E,1,L,S,ROK E1 LS,14.4,2.39,2.5493,2.538,2.5319,2.526,2.521,2.516,2.4641,0.1593,0.0741,114.9797571,24,0.785,2.6376471,63.3035304,0.006330353,1.29097E-06,7.89713E-07,7.48449E-07,6.07131E-07,6.06365E-07,1.8978E-06
ROK E1 WA,2016-09-21,2016,ROK,E,1,W,A,ROK E1 WA,16,2.2567,2.4102,2.4006,2.3959,2.3912,2.3875,2.3836,2.3213,0.1535,0.0646,137.6160991,34,0.71,2.3856426,81.1118484,0.008111185,8.35345E-07,4.79748E-07,4.66038E-07,3.49288E-07,3.6992E-07,1.19716E-06
ROK E1 WC,2016-09-21,2016,ROK,E,1,W,C,ROK E1 WC,13.3,2.2088,2.3866,2.376,2.3701,2.365,2.3607,2.3553,2.2885,0.1778,0.0797,123.0865747,23,0.83,2.7888498,64.1435454,0.006414355,1.17016E-06,7.61574E-07,6.39436E-07,5.13349E-07,6.47709E-07,1.45896E-06
ROK E1 WS,2016-09-21,2016,ROK,E,1,W,S,ROK E1 WS,21.8,2.5122,2.7706,2.7503,2.7415,2.7341,2.7282,2.7206,2.6282,0.2584,0.116,122.7586207,50,0.705,2.3688423,118.442115,0.011844212,1.21525E-06,6.15154E-07,5.02457E-07,3.81424E-07,4.93747E-07,1.34739E-06
ROK E2 LA,2016-09-21,2016,ROK,E,2,L,A,ROK E2 LA,22.8,2.338,2.6441,2.6089,2.5738,2.5475,2.5275,2.5113,2.4637,0.3061,0.1257,143.5163087,45,0.88,2.9568528,133.058376,0.013305838,1.8651E-06,2.18434E-06,1.58944E-06,1.15095E-06,9.36745E-07,8.78257E-06
ROK E2 LC,2016-09-21,2016,ROK,E,2,L,C,ROK E2 LC,22.2,2.2476,2.6661,2.6311,2.6121,2.5933,2.5755,2.559,2.428,0.4185,0.1804,131.9844789,55,0.785,2.6376471,145.0705905,0.014507059,1.71162E-06,1.0844E-06,1.04224E-06,9.39482E-07,8.75168E-07,2.26365E-06
ROK E2 WA,2016-09-21,2016,ROK,E,2,W,A,ROK E2 WA,20.9,2.2833,2.5668,2.5484,2.5374,2.5291,2.5212,2.5131,2.4162,0.2835,0.1329,113.3182844,32,0.91,3.0576546,97.8449472,0.009784495,1.33535E-06,9.30768E-07,6.82267E-07,6.18172E-07,6.37038E-07,2.37131E-06
ROK E2 WC,2016-09-21,2016,ROK,E,2,W,C,ROK E2 WC,16.9,2.2519,2.7608,2.7351,2.7191,2.709,2.6997,2.6907,2.6162,0.5089,0.3643,39.69256108,25,0.915,3.0744549,76.8613725,0.007686137,2.36864E-06,1.72355E-06,1.05684E-06,9.26442E-07,9.00969E-07,5.69869E-06
ROK E3 LA,2016-09-21,2016,ROK,E,3,L,A,ROK E3 LA,16.4,2.2463,2.5208,2.5011,2.4896,2.4827,2.4757,2.4697,2.3637,0.2745,0.1174,133.8160136,24,0.895,3.0072537,72.1740888,0.007217409,1.92527E-06,1.31923E-06,7.68949E-07,7.42592E-07,6.39611E-07,4.48171E-06
ROK E3 LC,2016-09-21,2016,ROK,E,3,L,C,ROK E3 LC,15.1,2.4643,2.7534,2.7343,2.7217,2.7126,2.7042,2.6937,2.5899,0.2891,0.1256,130.1751592,23,0.815,2.7384489,62.9843247,0.006298432,2.13646E-06,1.65652E-06,1.16179E-06,1.02123E-06,1.28267E-06,3.48928E-06
ROK E3 LS,2016-09-21,2016,ROK,E,3,L,S,ROK E3 LS,22.5,2.2112,2.4548,2.4392,2.4317,2.4255,2.4206,2.415,2.3345,0.2436,0.1233,97.56690998,45,0.665,2.2344399,100.5497955,0.01005498,1.09551E-06,6.17569E-07,4.95922E-07,3.73148E-07,4.28487E-07,1.68632E-06
ROK E3 WA,2016-09-21,2016,ROK,E,3,W,A,ROK E3 WA,39.6,2.1254,3.5917,3.5389,3.5116,3.4866,3.4645,3.4438,2.5112,1.4663,0.3858,280.0673924,88,1.07,3.5952642,316.3832496,0.031638325,1.20432E-06,7.07986E-07,6.35382E-07,5.37036E-07,5.01775E-07,1.85026E-06
ROK E3 WC,2016-09-21,2016,ROK,E,3,W,C,ROK E3 WC,18.1,2.4497,2.7882,2.7697,2.7604,2.7506,2.7415,2.7309,2.5915,0.3385,0.1418,138.7165021,36,0.835,2.8056501,101.0034036,0.01010034,1.29976E-06,7.62291E-07,7.80363E-07,6.89894E-07,8.07478E-07,6.8109E-07
ROK E3 WS,2016-09-21,2016,ROK,E,3,W,S,ROK E3 WS,25.9,2.5179,2.8015,2.7864,2.7778,2.7709,2.7651,2.7587,2.6545,0.2836,0.1366,107.61347,53,0.715,2.4024429,127.3294737,0.012732947,8.39235E-07,5.59199E-07,4.35847E-07,3.48798E-07,3.86707E-07,1.49056E-06
ROK E4 LA,2016-09-21,2016,ROK,E,4,L,A,ROK E4 LA,15.06,2.4777,2.725,2.7031,2.6611,2.6328,2.6246,2.6188,2.6024,0.2473,0.1247,98.3159583,20,0.91,3.0576546,61.153092,0.006115309,2.54203E-06,5.68647E-06,3.72166E-06,1.02674E-06,7.29782E-07,3.35299E-05
ROK E4 LC,2016-09-21,2016,ROK,E,4,L,C,ROK E4 LC,20.4,2.5156,3.1082,3.0425,2.9254,2.8354,2.8134,2.8008,2.769,0.5926,0.2534,133.8595107,59,1.025,3.4440615,203.1996285,0.020319963,2.28368E-06,4.77118E-06,3.5623E-06,8.2904E-07,4.77061E-07,2.97372E-05
ROK E4 LS,2016-09-21,2016,ROK,E,4,L,S,ROK E4 LS,27.8,2.2619,2.7784,2.7104,2.5909,2.5738,2.5643,2.5556,2.5101,0.5165,0.2482,108.0983078,56,1.04,3.4944624,195.6898944,0.019568989,2.50837E-06,5.00961E-06,7.02646E-07,3.73222E-07,3.40959E-07,2.66935E-05
ROK E4 WA,2016-09-21,2016,ROK,E,4,W,A,ROK E4 WA,0.00001,2.3642,2.6451,2.529,2.515,2.5121,2.5091,2.5077,2.5013,0.2809,0.1371,104.8869438,48,0.93,3.1248558,149.9930784,0.014999308,5.59446E-06,7.65254E-07,1.55298E-07,1.53927E-07,7.15589E-08,3.93081E-06
ROK E4 WC,2016-09-21,2016,ROK,E,4,W,C,ROK E4 WC,27.5,2.3878,3.3074,3.2451,3.0804,2.9166,2.8756,2.8607,2.82,0.9196,0.4322,112.7718649,71,1.12,3.7632672,267.1919712,0.026719197,1.68126E-06,5.06019E-06,4.92999E-06,1.18412E-06,4.26197E-07,3.37839E-05
ROK E4 WS,2016-09-21,2016,ROK,E,4,W,S,ROK E4 WS,17.5,2.2204,2.3146,2.2936,2.2874,2.283,2.2802,2.2765,2.2463,0.0942,0.0259,263.7065637,27,0.79,2.6544474,71.6700798,0.007167008,2.0662E-06,7.1623E-07,4.93757E-07,2.9915E-07,3.97179E-07,2.49216E-06
ROK E5 LA,2016-09-21,2016,ROK,E,5,L,A,ROK E5 LA,13.5,2.4592,2.5732,2.5618,2.559,2.5552,2.5527,2.5492,2.4966,0.114,0.0374,204.8128342,22,0.775,2.6040465,57.289023,0.005728902,1.43799E-06,4.00774E-07,5.32801E-07,3.35829E-07,4.68382E-07,4.24205E-07
ROK E5 LS,2016-09-21,2016,ROK,E,5,L,S,ROK E5 LS,16.1,2.4246,2.6277,2.6076,2.5981,2.5906,2.5843,2.578,2.5239,0.2031,0.0993,104.5317221,35,0.775,2.6040465,91.1416275,0.009114163,1.59234E-06,8.54963E-07,6.60953E-07,5.32005E-07,5.30061E-07,2.57589E-06
ROK E5 WA,2016-09-21,2016,ROK,E,5,W,A,ROK E5 WA,10.5,2.4591,2.5614,2.5532,2.5493,2.5452,2.5429,2.5383,2.4962,0.1023,0.0371,175.7412399,16,0.6875,2.31004125,36.96066,0.003696066,1.60416E-06,8.64989E-07,8.91038E-07,4.7819E-07,9.55536E-07,1.04455E-06
ROK E5 WC,2016-09-21,2016,ROK,E,5,W,C,ROK E5 WC,16.1,2.4108,2.6611,2.6449,2.6376,2.6306,2.623,2.6152,2.5223,0.2503,0.1115,124.4843049,38,0.73,2.4528438,93.2080644,0.009320806,1.25548E-06,6.42319E-07,6.0327E-07,6.27483E-07,6.41571E-07,5.90216E-07
ROK E5 WS,2016-09-21,2016,ROK,E,5,W,S,ROK E5 WS,32.9,2.4493,3.2502,3.212,3.1934,3.1766,3.16,3.1437,2.8369,0.8009,0.3876,106.630547,96,0.955,3.2088573,308.0503008,0.03080503,8.96824E-07,4.94901E-07,4.38062E-07,4.14085E-07,4.06256E-07,9.4567E-07
ROK F1 LA,2016-09-21,2016,ROK,F,1,L,A,ROK F1 LA,29.5,2.1775,2.619,2.5997,2.5839,2.5708,2.5613,2.5484,2.3822,0.4415,0.2047,115.6814851,30,1.01,3.3936606,101.809818,0.010180982,1.4837E-06,1.26958E-06,1.04978E-06,6.99849E-07,9.85291E-07,3.10602E-06
ROK F1 LC,2016-09-21,2016,ROK,F,1,L,C,ROK F1 LC,24.2,2.1249,2.6159,2.5953,2.5826,2.5694,2.5589,2.5467,2.3633,0.491,0.2384,105.9563758,38,0.955,3.2088573,121.9365774,0.012193658,1.3197E-06,8.5385E-07,8.83108E-07,6.44276E-07,7.80428E-07,1.59383E-06
ROK F1 LS,2016-09-21,2016,ROK,F,1,L,S,ROK F1 LS,23.5,2.2036,2.4505,2.4362,2.4268,2.4175,2.4126,2.4054,2.3246,0.2469,0.121,104.0495868,28,0.955,3.2088573,89.8480044,0.0089848,1.24458E-06,8.56745E-07,8.44416E-07,4.08784E-07,6.23519E-07,2.67016E-06
ROK F1 WA,2016-09-21,2016,ROK,F,1,W,A,ROK F1 WA,30.1,2.219,2.6134,2.5943,2.5833,2.5704,2.5616,2.5496,2.4081,0.3944,0.1891,108.5668958,51,0.9,3.024054,154.226754,0.015422675,9.05076E-07,6.1752E-07,6.95257E-07,4.26848E-07,6.05855E-07,1.11732E-06
ROK F1 WC,2016-09-21,2016,ROK,F,1,W,C,ROK F1 WC,30.1,2.0755,2.7857,2.7512,2.7335,2.7169,2.7022,2.6814,2.3874,0.7102,0.3119,127.7011863,63,1.01,3.3936606,213.8006178,0.021380062,1.17929E-06,7.18985E-07,6.33629E-07,5.30363E-07,7.38318E-07,7.34544E-07
ROK F1 WS,2016-09-21,2016,ROK,F,1,W,S,ROK F1 WS,25.8,2.118,2.3581,2.343,2.3338,2.324,2.3172,2.3085,2.2328,0.2401,0.1148,109.1463415,38,0.885,2.9736531,112.9988178,0.011299882,1.04299E-06,6.6815E-07,7.07467E-07,4.50348E-07,6.00044E-07,1.41402E-06
ROK F2 LA,2016-09-21,2016,ROK,F,2,L,A,ROK F2 LA,29,2.3137,2.622,2.6013,2.5926,2.5836,2.5782,2.571,2.491,0.3083,0.1773,73.88606881,48,0.97,3.2592582,156.4443936,0.015644439,1.02777E-06,4.56304E-07,4.69148E-07,2.60663E-07,3.55456E-07,1.27969E-06
ROK F2 LC,2016-09-21,2016,ROK,F,2,L,C,ROK F2 LC,32.1,2.3779,2.8555,2.8301,2.8201,2.809,2.801,2.791,2.6097,0.4776,0.2318,106.0396894,43,0.87,2.9232522,125.6998446,0.012569984,1.56783E-06,6.51582E-07,7.20002E-07,4.79007E-07,6.21121E-07,1.19959E-06
ROK F2 LS,2016-09-21,2016,ROK,F,2,L,S,ROK F2 LS,20,2.0019,2.2193,2.2069,2.1998,2.1907,2.186,2.1793,2.1102,0.2174,0.1083,100.7386888,33,0.84,2.8224504,93.1408632,0.009314086,1.03356E-06,6.2601E-07,7.96861E-07,3.8058E-07,5.56483E-07,1.68349E-06
ROK F2 WA,2016-09-21,2016,ROK,F,2,W,A,ROK F2 WA,29,2.0773,2.4727,2.453,2.4423,2.43,2.4215,2.411,2.2614,0.3954,0.1841,114.774579,43,0.945,3.1752567,136.5360381,0.013653604,1.11869E-06,6.42226E-07,7.35726E-07,4.71707E-07,5.91715E-07,1.33756E-06
ROK F2 WC,2016-09-21,2016,ROK,F,2,W,C,ROK F2 WC,24,2.1527,2.7778,2.7472,2.7327,2.7184,2.7065,2.6894,2.434,0.6251,0.2813,122.2182723,51,0.94,3.1584564,161.0812764,0.016108128,1.38826E-06,7.82472E-07,7.24656E-07,5.70347E-07,8.03159E-07,8.81595E-07
ROK F3 LA,2016-09-21,2016,ROK,F,3,L,A,ROK F3 LA,16.6,2.2117,2.3126,2.3084,2.3044,2.3,2.2991,2.2946,2.2596,0.1009,0.0479,110.6471816,13,0.923076923,3.101593846,40.32072,0.004032072,7.61185E-07,8.60623E-07,8.90396E-07,1.72352E-07,8.46505E-07,2.02317E-06
ROK F3 LC,2016-09-21,2016,ROK,F,3,L,C,ROK F3 LC,21.3,2.1928,2.4838,2.4645,2.4546,2.4445,2.4356,2.4273,2.3195,0.291,0.1267,129.6764009,37,0.88,2.9568528,109.4035536,0.010940355,1.28921E-06,7.84547E-07,7.54119E-07,6.2682E-07,5.76666E-07,1.99969E-06
ROK F3 LS,2016-09-21,2016,ROK,F,3,L,S,ROK F3 LS,15.6,2.2852,2.3487,2.3414,2.3374,2.3333,2.3322,2.328,2.3124,0.0635,0.0272,133.4558824,12,0.633333333,2.128038,25.536456,0.002553646,2.08907E-06,1.36264E-06,1.30728E-06,3.33063E-07,1.24515E-06,3.38379E-06
ROK F3 WA,2016-09-21,2016,ROK,F,3,W,A,ROK F3 WA,15.9,2.1671,2.2753,2.2717,2.2682,2.2648,2.2603,2.2561,2.2202,0.1082,0.0531,103.7664783,18,0.766666667,2.576046,46.368828,0.004636883,5.6737E-07,6.54568E-07,6.00037E-07,7.47455E-07,6.88645E-07,2.35793E-07
ROK F3 WC,2016-09-21,2016,ROK,F,3,W,C,ROK F3 WC,28.4,2.0652,2.7404,2.6983,2.6747,2.6522,2.6336,2.6163,2.354,0.6752,0.2888,133.7950139,71,0.97,3.2592582,231.4073322,0.023140733,1.32953E-06,8.87977E-07,7.90878E-07,6.20449E-07,5.67524E-07,2.69733E-06
ROK F4 LA,2016-09-21,2016,ROK,F,4,L,A,ROK F4 LA,30.4,2.3068,2.8614,2.834,2.8168,2.8025,2.7936,2.7814,2.5787,0.5546,0.2719,103.9720485,51,1.1,3.696066,188.499366,0.018849937,1.13091E-06,7.49452E-07,6.18954E-07,3.54454E-07,5.02854E-07,2.31394E-06
ROK F4 LC,2016-09-21,2016,ROK,F,4,L,C,ROK F4 LC,29.9,2.1443,2.5728,2.5461,2.5339,2.5218,2.5118,2.4943,2.3284,0.4285,0.1841,132.7539381,45,0.985,3.3096591,148.9346595,0.014893466,1.20989E-06,7.23844E-07,6.54323E-07,5.23905E-07,8.87732E-07,6.52711E-08
ROK F4 WA,2016-09-21,2016,ROK,F,4,W,A,ROK F4 WA,18.6,2.2319,2.4013,2.3938,2.3899,2.3846,2.383,2.3771,2.3101,0.1694,0.0782,116.6240409,20,1.06,3.5616636,71.233272,0.007123327,8.2029E-07,4.48963E-07,6.07058E-07,1.68906E-07,6.41639E-07,2.21862E-07
ROK F4 WC,2016-09-21,2016,ROK,F,4,W,C,ROK F4 WC,31.2,2.1465,2.8032,2.7732,2.7562,2.7401,2.7279,2.7139,2.4381,0.6567,0.2916,125.2057613,57,1.1,3.696066,210.675762,0.021067576,1.10883E-06,6.62094E-07,6.2351E-07,4.35167E-07,5.14159E-07,1.66499E-06
ROK F5 LC,2016-09-21,2016,ROK,F,5,L,C,ROK F5 LC,32.8,2.0822,2.8415,2.819,2.8035,2.7873,2.7766,2.7639,2.4479,0.7593,0.3657,107.6292043,68,1.05,3.528063,239.908284,0.023990828,7.28866E-07,5.29794E-07,5.51037E-07,3.36594E-07,4.09107E-07,1.46552E-06
ROK F5 LS,2016-09-21,2016,ROK,F,5,L,S,ROK F5 LS,27.7,2.2356,2.4985,2.4803,2.4686,2.4597,2.4541,2.4461,2.3494,0.2629,0.1138,131.0193322,37,0.93,3.1248558,115.6196646,0.011561966,1.06186E-06,8.95342E-07,6.19083E-07,3.77972E-07,5.22747E-07,2.98185E-06
ROK F5 WA,2016-09-21,2016,ROK,F,5,W,A,ROK F5 WA,25.4,2.126,2.4781,2.4654,2.4595,2.4515,2.4462,2.4398,2.2956,0.3521,0.1696,107.6061321,34,0.99,3.3264594,113.0996196,0.011309962,8.7323E-07,4.27496E-07,5.7776E-07,3.53151E-07,4.38041E-07,7.86817E-07
ROK F5 WC,2016-09-21,2016,ROK,F,5,W,C,ROK F5 WC,25.4,2.2272,2.7345,2.7196,2.7084,2.697,2.6894,2.6786,2.4678,0.5073,0.2406,110.8478803,63,1.01,3.3936606,213.8006178,0.021380062,5.43327E-07,4.29178E-07,4.35061E-07,2.6747E-07,3.91738E-07,8.70707E-07
T10 L1 LA,2017-02-10,2016,T10,L,1,L,A,T10 L1 LA,28.9,2.5042,2.9956,2.9312,2.8944,2.866,2.8425,2.8212,2.7302,0.4914,0.226,117.4336283,64,0.84,2.8224504,180.6368256,0.018063683,1.57706E-06,1.20819E-06,8.66556E-07,7.62301E-07,6.27042E-07,4.0995E-06
T10 L1 LC,2017-02-10,2016,T10,L,1,L,C,T10 L1 LC,22.5,2.04,2.3703,2.3239,2.2799,2.2537,2.2387,2.2278,2.1892,0.3303,0.1492,121.3806971,40,0.915,3.0744549,122.978196,0.01229782,1.67091E-06,2.12025E-06,1.17507E-06,7.14707E-07,4.71014E-07,1.05844E-05
T10 L1 LS,2017-02-10,2016,T10,L,1,L,S,T10 L1 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T10 L1 WA,2017-02-10,2016,T10,L,1,W,A,T10 L1 WA,20.6,2.2881,2.5182,2.4866,2.4702,2.4575,2.4473,2.4375,2.3929,0.2301,0.1048,119.5610687,41,0.725,2.4360435,99.8777835,0.009987778,1.39557E-06,9.73057E-07,7.01337E-07,5.98406E-07,5.21771E-07,3.24802E-06
T10 L1 WC,2017-02-10,2016,T10,L,1,W,C,T10 L1 WC,21.8,2.4432,2.7257,2.6645,2.6437,2.6295,2.621,2.6156,2.6027,0.2825,0.1595,77.11598746,51,0.76,2.5536456,130.2359256,0.013023593,2.07632E-06,9.46446E-07,6.01381E-07,3.82431E-07,2.20489E-07,4.73213E-06
T10 L1 WS,2017-02-10,2016,T10,L,1,W,S,T10 L1 WS,21.7,2.293,2.4182,2.3618,2.3613,2.3604,2.3601,2.3597,2.3576,0.1252,0.0646,93.80804954,25,0.725,2.4360435,60.9010875,0.006090109,4.08033E-06,4.86529E-08,8.1452E-08,2.88854E-08,3.49267E-08,2.12533E-07
