CODE,SOT,year,Site,Zone,Tree #,Aspect,Height,CODE,Stem length,Tray mass (g),SOT+0 (m/g),SOT+1 (m/g),SOT+2 (m/g),SOT+3 (m/g),SOT+4 (m/g),SOT+5 (m/g),Dry weight,Fresh wgt,Dry wgt,H2O content,Total needles,MEAN (cm),SA/leaf (cm2),SA total (cm2),SA total (m2),1,2,3,4,5,gmin
PFR B3 LS,2017-02-10,2016,PFR,B,3,L,S,PFR B3 LS,40.1,2.1316,2.9525,2.8624,2.8261,2.7804,2.7321,2.6901,2.523,0.8209,0.3914,109.7342872,58,1.33,4.4688798,259.1950284,0.025919503,1.51102E-06,8.26161E-07,1.00966E-06,1.05266E-06,8.88165E-07,5.43398E-07
PFR B3 WA,2017-02-10,2016,PFR,B,3,W,A,PFR B3 WA,34,2.3756,3.0138,2.9242,2.8516,2.8029,2.7062,2.6721,2.6195,0.6382,0.2439,161.6646166,35,1.175,3.9480705,138.1824675,0.013818247,2.47645E-06,3.05536E-06,2.04071E-06,3.98685E-06,1.35818E-06,8.11471E-06
PFR B3 WC,2017-02-10,2016,PFR,B,3,W,C,PFR B3 WC,35.9,2.1241,3.2844,3.1939,3.1587,3.1253,3.0928,3.0609,2.6909,1.1603,0.5668,104.7106563,57,1.005,3.3768603,192.4810371,0.019248104,1.79571E-06,1.06349E-06,1.00551E-06,9.61266E-07,9.12758E-07,1.85452E-06
PFR B3 WS,2017-02-10,2016,PFR,B,3,W,S,PFR B3 WS,38.3,2.4766,3.207,3.1443,3.1066,3.0704,3.0404,3.0138,2.8342,0.7304,0.3576,104.2505593,71,1.11,3.7296666,264.8063286,0.026480633,1.0298E-06,8.39843E-07,7.82255E-07,6.39522E-07,5.50961E-07,2.46956E-06
PFR B4 LA,2017-02-10,2016,PFR,B,4,L,A,PFR B4 LA,22.6,2.4439,2.619,2.5746,2.5634,2.5552,2.5499,2.5445,2.5304,0.1751,0.0865,102.4277457,30,0.93,3.1248558,93.745674,0.009374567,2.0576E-06,7.05311E-07,5.00899E-07,3.19594E-07,3.15298E-07,2.82513E-06
PFR B4 LC,2017-02-10,2016,PFR,B,4,L,C,PFR B4 LC,29.2,2.4668,3.0316,3.0041,2.9907,2.9752,2.9619,2.9464,2.7256,0.5648,0.2588,118.2380216,59,0.935,3.1416561,185.3577099,0.018535771,6.44903E-07,4.26461E-07,4.7886E-07,4.05616E-07,4.58032E-07,4.04671E-07
PFR B4 LS,2017-02-10,2016,PFR,B,4,L,S,PFR B4 LS,29.1,2.1821,3.0182,2.9619,2.9282,2.8952,2.8653,2.8355,2.6002,0.8361,0.4181,99.97608228,101,1.06,3.5616636,359.7280236,0.035972802,6.80309E-07,5.52638E-07,5.25324E-07,4.69532E-07,4.5375E-07,1.11711E-06
PFR B4 WA,2017-02-10,2016,PFR,B,4,W,A,PFR B4 WA,31.2,2.243,2.7777,2.7381,2.7194,2.7019,2.6868,2.6723,2.493,0.5347,0.25,113.88,53,1.08,3.6288648,192.3298344,0.019232983,8.94495E-07,5.73996E-07,5.2105E-07,4.43818E-07,4.12667E-07,1.47002E-06
PFR B4 WC,2017-02-10,2016,PFR,B,4,W,C,PFR B4 WC,20.8,2.3812,2.7516,2.7268,2.7137,2.7012,2.6899,2.6786,2.5593,0.3704,0.1781,107.9730488,34,0.97,3.2592582,110.8147788,0.011081478,9.72262E-07,6.97891E-07,6.45477E-07,5.76442E-07,5.58541E-07,1.47199E-06
PFR B4 WS,2017-02-10,2016,PFR,B,4,W,S,PFR B4 WS,32.9,2.3111,2.6747,2.6337,2.6138,2.5957,2.5812,2.5672,2.4807,0.3636,0.1696,114.3867925,57,0.955,3.2088573,182.9048661,0.018290487,9.7384E-07,6.42306E-07,5.66684E-07,4.47828E-07,4.19254E-07,1.89804E-06
PFR B5 LA,2017-02-10,2016,PFR,B,5,L,A,PFR B5 LA,32.4,2.2256,2.9351,2.8538,2.8051,2.7692,2.7402,2.7154,2.5434,0.7095,0.3178,123.2536186,65,1.02,3.4272612,222.771978,0.022277198,1.3904E-06,1.26845E-06,9.33816E-07,7.41642E-07,6.12277E-07,4.67028E-06
PFR B5 LC,2017-02-10,2016,PFR,B,5,L,C,PFR B5 LC,31.1,2.0756,2.8465,2.7815,2.7453,2.7173,2.6942,2.6724,2.4127,0.7709,0.3371,128.6858499,66,1.035,3.4776621,229.5256986,0.02295257,1.07893E-06,9.15132E-07,7.06893E-07,5.73373E-07,5.22375E-07,2.97508E-06
PFR B5 LS,2017-02-10,2016,PFR,B,5,L,S,PFR B5 LS,24.5,2.0769,2.3507,2.2682,2.2238,2.2104,2.2075,2.2067,2.2035,0.2738,0.1266,116.271722,39,0.97,3.2592582,127.1110698,0.012711107,2.47275E-06,2.02829E-06,6.10416E-07,1.30071E-07,3.46149E-08,1.20082E-05
PFR B5 WA,2017-02-10,2016,PFR,B,5,W,A,PFR B5 WA,27.9,2.231,2.5826,2.5484,2.5327,2.518,2.5047,2.4908,2.391,0.3516,0.16,119.75,45,0.83,2.7888498,125.498241,0.012549824,1.03977E-06,7.25886E-07,6.78745E-07,6.0334E-07,6.09582E-07,1.39695E-06
PFR B5 WC,2017-02-10,2016,PFR,B,5,W,C,PFR B5 WC,33.9,2.2292,2.938,2.8861,2.8605,2.8372,2.8186,2.7996,2.5453,0.7088,0.3161,124.2328377,78,0.91,3.0576546,238.4970588,0.023849706,8.29481E-07,6.22821E-07,5.66109E-07,4.4431E-07,4.38155E-07,1.70049E-06
PFR B5 WS,2017-02-10,2016,PFR,B,5,W,S,PFR B5 WS,23.7,2.2431,2.5368,2.4954,2.4779,2.462,2.4487,2.4348,2.375,0.2937,0.1319,122.6686884,45,0.91,3.0576546,137.594457,0.013759446,1.14745E-06,7.38528E-07,6.69114E-07,5.5069E-07,5.55992E-07,1.79414E-06
RA2 E1 LA,2016-09-21,2016,RA2,E,1,L,A,RA2 E1 LA,25.4,2.1878,2.7614,2.7152,2.6549,2.5896,2.5559,2.5341,2.4391,0.5736,0.2513,128.253084,66,0.765,2.5704459,169.6494294,0.016964943,2.08328E-06,2.9271E-06,3.08982E-06,1.52767E-06,9.86593E-07,1.50542E-05
RA2 E1 LC,2016-09-21,2016,RA2,E,1,L,C,RA2 E1 LC,25.6,2.2484,2.8703,2.8041,2.7606,2.6983,2.6276,2.5773,2.5226,0.6219,0.2742,126.8052516,58,0.88,2.9568528,171.4974624,0.017149746,2.95788E-06,2.08881E-06,2.91187E-06,3.17446E-06,2.25189E-06,1.29106E-06
RA2 E1 LS,2016-09-21,2016,RA2,E,1,L,S,RA2 E1 LS,30.5,2.396,2.9148,2.851,2.7927,2.7485,2.7174,2.6911,2.5803,0.5188,0.1843,181.4975583,72,0.805,2.7048483,194.7490776,0.019474908,2.50779E-06,2.46539E-06,1.81926E-06,1.22987E-06,1.03687E-06,1.0169E-05
RA2 E1 WA,2016-09-21,2016,RA2,E,1,W,A,RA2 E1 WA,22.4,2.2792,2.6579,2.6181,2.5997,2.583,2.5672,2.5534,2.4566,0.3787,0.1774,113.4723788,58,0.695,2.3352417,135.4440186,0.013544402,2.25219E-06,1.11871E-06,9.88323E-07,8.98117E-07,7.82417E-07,2.87031E-06
RA2 E1 WC,2016-09-21,2016,RA2,E,1,W,C,RA2 E1 WC,25.9,2.4794,3.182,3.1367,3.1009,3.0683,3.0368,3.0083,2.7847,0.7026,0.3053,130.1342941,132,0.585,1.9656351,259.4638332,0.025946383,1.33846E-06,1.13624E-06,1.0072E-06,9.34549E-07,8.43566E-07,2.64405E-06
RA2 E1 WS,2016-09-21,2016,RA2,E,1,W,S,RA2 E1 WS,21.5,2.1522,2.4544,2.4277,2.3877,2.353,2.3282,2.3142,2.2975,0.3022,0.1453,107.9834825,44,0.77,2.5872462,113.8388328,0.011383883,1.79848E-06,2.89358E-06,2.44342E-06,1.67703E-06,9.44477E-07,1.35636E-05
RA2 E2 LA,2016-09-21,2016,RA2,E,2,L,A,RA2 E2 LA,36.4,2.2541,3.2566,3.2028,3.1731,3.1515,3.1305,3.1111,2.6995,1.0025,0.4454,125.0785811,83,1.165,3.9144699,324.9010017,0.0324901,1.29163E-06,7.45381E-07,5.33035E-07,4.97588E-07,4.5856E-07,2.12648E-06
RA2 E2 LC,2016-09-21,2016,RA2,E,2,L,C,RA2 E2 LC,25.1,2.5174,3.0236,2.9944,2.9791,2.9662,2.9524,2.9396,2.7361,0.5062,0.2187,131.4586191,60,0.845,2.8392507,170.355042,0.017035504,1.33658E-06,7.32455E-07,6.07133E-07,6.2364E-07,5.77011E-07,1.42225E-06
RA2 E2 LS,2016-09-21,2016,RA2,E,2,L,S,RA2 E2 LS,38.8,2.3058,3.2808,3.2247,3.1963,3.1744,3.1532,3.1327,2.735,0.975,0.4292,127.166822,86,1.075,3.6120645,310.637547,0.031063755,1.4092E-06,7.45384E-07,5.65251E-07,5.25383E-07,5.06803E-07,1.90802E-06
RA2 E2 WA,2016-09-21,2016,RA2,E,2,W,A,RA2 E2 WA,22.5,2.3849,2.7152,2.6994,2.6856,2.6748,2.665,2.6551,2.5318,0.3303,0.1469,124.8468346,48,0.865,2.9064519,139.5096912,0.013950969,8.84032E-07,8.0631E-07,6.20696E-07,5.40789E-07,5.44967E-07,2.14008E-06
RA2 E2 WC,2016-09-21,2016,RA2,E,2,W,C,RA2 E2 WC,39,2.4614,3.3938,3.3243,3.2879,3.2593,3.2289,3.2001,2.8382,0.9324,0.3768,147.4522293,113,0.925,3.1080555,351.2102715,0.035121027,1.54518E-06,8.44723E-07,6.52906E-07,6.66356E-07,6.29721E-07,1.80365E-06
RA2 E2 WS,2016-09-21,2016,RA2,E,2,W,S,RA2 E2 WS,45.9,2.4051,3.5661,3.4308,3.3972,3.3655,3.3331,3.3012,2.9062,1.161,0.5011,131.6902814,128,0.915,3.0744549,393.5302272,0.039353023,2.67881E-06,6.9652E-07,6.45862E-07,6.33837E-07,6.22519E-07,1.05923E-06
RA2 E3 LA,2016-09-21,2016,RA2,E,3,L,A,RA2 E3 LA,39.8,2.3518,3.2389,3.1507,3.0992,3.0595,3.0237,2.9902,2.7574,0.8871,0.4056,118.7130178,191,1.015,3.4104609,651.3980319,0.065139803,1.05546E-06,6.4487E-07,4.88656E-07,4.23089E-07,3.94947E-07,1.91473E-06
RA2 E3 LC,2016-09-21,2016,RA2,E,3,L,C,RA2 E3 LC,41.8,2.3411,3.219,3.1627,3.1312,3.1081,3.0854,3.0627,2.7191,0.8779,0.378,132.2486772,107,0.88,2.9568528,316.3832496,0.031638325,1.38496E-06,8.12438E-07,5.85419E-07,5.52379E-07,5.51001E-07,2.05567E-06
RA2 E3 LS,2016-09-21,2016,RA2,E,3,L,S,RA2 E3 LS,37.9,2.5422,3.0694,3.0317,3.0168,3.0039,2.9905,2.9774,2.7772,0.5272,0.235,124.3404255,106,0.765,2.5704459,272.4672654,0.027246727,1.07759E-06,4.46173E-07,3.79617E-07,3.78624E-07,3.69237E-07,7.99062E-07
RA2 E3 WA,2016-09-21,2016,RA2,E,3,W,A,RA2 E3 WA,35,2.252,2.9308,2.8905,2.8677,2.8479,2.8292,2.8106,2.5517,0.6788,0.2997,126.4931598,85,0.835,2.8056501,238.4802585,0.023848026,1.29932E-06,7.87126E-07,6.65617E-07,6.03575E-07,5.98991E-07,1.76011E-06
RA2 E3 WC,2016-09-21,2016,RA2,E,3,W,C,RA2 E3 WC,47.8,2.4532,4.0619,3.9279,3.8621,3.8059,3.7564,3.7055,3.143,1.6087,0.6898,133.2125254,150,0.945,3.1752567,476.288505,0.047628851,2.16085E-06,1.13758E-06,9.45928E-07,8.00091E-07,8.20692E-07,2.84496E-06
RA2 E3 WS,2016-09-21,2016,RA2,E,3,W,S,RA2 E3 WS,41.8,2.3865,2.892,2.84,2.8264,2.8142,2.8017,2.7882,2.6211,0.5055,0.2346,115.4731458,76,0.93,3.1248558,237.4890408,0.023748904,1.70348E-06,4.67392E-07,4.11868E-07,4.05217E-07,4.36532E-07,6.03903E-07
RA2 E4 LA,2016-09-21,2016,RA2,E,4,L,A,RA2 E4 LA,31.1,2.1791,2.6836,2.614,2.5789,2.5614,2.5449,2.5305,2.3896,0.5045,0.2105,139.6674584,65,1.005,3.3768603,219.4959195,0.021949592,2.43673E-06,1.31668E-06,6.39174E-07,5.78696E-07,5.03821E-07,5.13292E-06
RA2 E4 LC,2016-09-21,2016,RA2,E,4,L,C,RA2 E4 LC,20.1,2.149,2.5115,2.4697,2.4423,2.4269,2.4139,2.4022,2.3166,0.3625,0.1676,116.2887828,35,0.89,2.9904534,104.665869,0.010466587,3.06354E-06,2.15589E-06,1.17932E-06,9.56207E-07,8.58471E-07,8.48935E-06
RA2 E4 LS,2016-09-21,2016,RA2,E,4,L,S,RA2 E4 LS,38.5,2.1481,3.0325,2.9019,2.8597,2.8374,2.8162,2.7959,2.5215,0.8844,0.3734,136.8505624,88,0.965,3.2424579,285.3362952,0.02853363,3.51462E-06,1.21779E-06,6.26532E-07,5.7198E-07,5.46353E-07,4.36119E-06
RA2 E4 WA,2016-09-21,2016,RA2,E,4,W,A,RA2 E4 WA,27.2,2.21,2.6439,2.6083,2.5724,2.5359,2.5033,2.4782,2.4053,0.4339,0.1953,122.1710189,67,0.84,2.8224504,189.1041768,0.018910418,1.44709E-06,1.56303E-06,1.54742E-06,1.327E-06,1.01941E-06,4.60392E-06
RA2 E4 WC,2016-09-21,2016,RA2,E,4,W,C,RA2 E4 WC,21.9,2.007,2.5846,2.5605,2.5429,2.5277,2.5122,2.4974,2.3548,0.5776,0.3478,66.07245543,47,0.875,2.9400525,138.1824675,0.013818247,1.33998E-06,1.04877E-06,8.8183E-07,8.63542E-07,8.22526E-07,2.12395E-06
RA2 E4 WS,2016-09-21,2016,RA2,E,4,W,S,RA2 E4 WS,28.9,2.1065,2.6209,2.5472,2.5028,2.4783,2.4601,2.4439,2.3473,0.5144,0.2408,113.6212625,112,0.785,2.6376471,295.4164752,0.029541648,1.9147E-06,1.2377E-06,6.64768E-07,4.74285E-07,4.21136E-07,5.31978E-06
RA2 E5 LA,2016-09-21,2016,RA2,E,5,L,A,RA2 E5 LA,27.3,2.0635,2.6428,2.6167,2.6037,2.5903,2.5783,2.5652,2.33,0.5793,0.2665,117.3733583,74,0.77,2.5872462,191.4562188,0.019145622,1.04103E-06,5.59158E-07,5.61855E-07,4.82068E-07,5.25301E-07,8.49472E-07
RA2 E5 LC,2016-09-21,2016,RA2,E,5,L,C,RA2 E5 LC,25.1,2.3486,2.9532,2.8985,2.8669,2.8444,2.8266,2.8006,2.6067,0.6046,0.2581,134.2502906,67,0.86,2.8896516,193.6066572,0.019360666,2.1641E-06,1.34415E-06,9.31529E-07,7.07982E-07,1.03107E-06,3.03855E-06
RA2 E5 LS,2016-09-21,2016,RA2,E,5,L,S,RA2 E5 LS,27.9,2.2679,2.7695,2.7324,2.7179,2.7045,2.6919,2.6779,2.4893,0.5016,0.2214,126.5582656,58,0.82,2.7552492,159.8044536,0.015980445,1.78054E-06,7.47252E-07,6.72104E-07,6.06993E-07,6.72797E-07,1.17962E-06
RA2 E5 WA,2016-09-21,2016,RA2,E,5,W,A,RA2 E5 WA,28.2,2.2833,2.8672,2.8081,2.7841,2.7666,2.7499,2.7313,2.5316,0.5839,0.2483,135.1590818,73,0.87,2.9232522,213.3974106,0.021339741,2.12074E-06,9.26196E-07,6.57341E-07,6.02635E-07,6.69175E-07,2.15894E-06
RA2 E5 WC,2016-09-21,2016,RA2,E,5,W,C,RA2 E5 WC,30.4,2.4634,3.1293,3.0656,3.0385,3.0143,2.9907,2.9686,2.7387,0.6659,0.2753,141.8815837,82,0.825,2.7720495,227.308059,0.022730806,2.14695E-06,9.81809E-07,8.53379E-07,7.99521E-07,7.4644E-07,2.17523E-06
RA2 E5 WS,2016-09-21,2016,RA2,E,5,W,S,RA2 E5 WS,26.7,2.2345,2.7661,2.7109,2.6819,2.6608,2.6481,2.6347,2.476,0.5316,0.2415,120.1242236,75,0.775,2.6040465,195.3034875,0.019530349,2.16105E-06,1.22287E-06,8.67236E-07,5.00091E-07,5.26777E-07,5.07626E-06
RID E1 LA,2017-02-10,2016,RID,E,1,L,A,RID E1 LA,15.7,2.1014,2.189,2.1827,2.1791,2.177,2.1747,2.1713,2.1416,0.0876,0.0402,117.9104478,24,0.515,1.7304309,41.5303416,0.004153034,6.37988E-07,5.06748E-07,2.88501E-07,3.18E-07,4.51505E-07,6.29588E-07
RID E1 LC,2017-02-10,2016,RID,E,1,L,C,RID E1 LC,26,2.3078,2.5837,2.5657,2.5552,2.5459,2.5369,2.5274,2.4377,0.2759,0.1299,112.3941493,53,0.56,1.8816336,99.7265808,0.009972658,7.5869E-07,6.15507E-07,5.32066E-07,5.18199E-07,5.25366E-07,1.04529E-06
RID E1 LS,2017-02-10,2016,RID,E,1,L,S,RID E1 LS,20.1,2.1674,2.3396,2.3266,2.3213,2.3156,2.3105,2.3054,2.2486,0.1722,0.0812,112.0689655,36,0.71,2.3856426,85.8831336,0.008588313,6.36954E-07,3.60493E-07,3.7867E-07,3.41223E-07,3.275E-07,5.90715E-07
RID E1 WA,2017-02-10,2016,RID,E,1,W,A,RID E1 WA,32,2.1776,2.6496,2.6116,2.571,2.5333,2.5123,2.4963,2.4136,0.472,0.236,100,67,0.76,2.5536456,171.0942552,0.017109426,9.33578E-07,1.38618E-06,1.25719E-06,7.04773E-07,5.16098E-07,6.50071E-06
RID E1 WC,2017-02-10,2016,RID,E,1,W,C,RID E1 WC,30.2,2.1177,2.6533,2.6233,2.6068,2.5916,2.5766,2.5611,2.3582,0.5356,0.2405,122.7027027,63,0.745,2.5032447,157.7044161,0.015770442,7.99181E-07,6.11638E-07,5.49913E-07,5.46151E-07,5.42047E-07,9.34374E-07
RID E1 WS,2017-02-10,2016,RID,E,1,W,S,RID E1 WS,15.2,2.1399,2.2032,2.1972,2.1947,2.1915,2.1889,2.1864,2.1729,0.0633,0.033,91.81818182,22,0.525,1.7640315,38.808693,0.003880869,6.50219E-07,3.76305E-07,4.70451E-07,3.84689E-07,3.55271E-07,6.57189E-07
RID E2 LA,2017-02-10,2016,RID,E,2,L,A,RID E2 LA,24.9,2.1404,2.478,2.4533,2.4372,2.4225,2.4081,2.3942,2.2921,0.3376,0.1517,122.5444957,35,0.965,3.2424579,113.4860265,0.011348603,9.16849E-07,8.28107E-07,7.39583E-07,7.28594E-07,6.75959E-07,1.56107E-06
RID E2 LC,2017-02-10,2016,RID,E,2,L,C,RID E2 LC,28.5,2.1107,2.5671,2.5317,2.5095,2.4907,2.4742,2.4577,2.3241,0.4564,0.2134,113.8706654,51,0.935,3.1416561,160.2244611,0.016022446,9.30213E-07,8.09381E-07,6.69457E-07,5.91741E-07,5.67943E-07,2.06318E-06
RID E2 LS,2017-02-10,2016,RID,E,2,L,S,RID E2 LS,25.7,2.2431,2.5691,2.55,2.5403,2.5319,2.5241,2.5159,2.3882,0.326,0.1451,124.6726396,39,1.005,3.3768603,131.6975517,0.013169755,6.1094E-07,4.30252E-07,3.64178E-07,3.40081E-07,3.43624E-07,8.66498E-07
RID E2 WA,2017-02-10,2016,RID,E,2,W,A,RID E2 WA,18,2.158,2.2732,2.2582,2.249,2.2426,2.2364,2.2315,2.2185,0.1152,0.0605,90.41322314,11,1.090909091,3.66552,40.32072,0.004032072,1.56544E-06,1.33287E-06,9.06283E-07,8.82935E-07,6.7022E-07,4.46786E-06
RID E2 WC,2017-02-10,2016,RID,E,2,W,C,RID E2 WC,25,2.3429,2.5559,2.5399,2.5304,2.5222,2.5131,2.5047,2.4412,0.213,0.0983,116.6836216,30,0.825,2.7720495,83.161485,0.008316149,8.10038E-07,6.66814E-07,5.62994E-07,6.28325E-07,5.57449E-07,1.06373E-06
RID E2 WS,2017-02-10,2016,RID,E,2,W,S,RID E2 WS,23.5,2.3077,2.5046,2.4655,2.4533,2.4433,2.4345,2.4276,2.4055,0.1969,0.0978,101.3292434,52,0.59,1.9824354,103.0866408,0.010308664,1.59692E-06,6.91331E-07,5.53467E-07,4.9052E-07,3.69144E-07,2.32775E-06
RID E3 LA,2017-02-10,2016,RID,E,3,L,A,RID E3 LA,18.6,2.2383,2.4691,2.4427,2.4185,2.399,2.3809,2.3683,2.3462,0.2308,0.1079,113.9017609,41,0.845,2.8392507,116.4092787,0.011640928,9.67934E-07,1.15297E-06,1.02643E-06,8.85195E-07,5.95714E-07,4.08785E-06
RID E3 LC,2017-02-10,2016,RID,E,3,L,C,RID E3 LC,24.3,2.2048,2.5821,2.5435,2.5149,2.4921,2.4731,2.4583,2.3708,0.3773,0.166,127.2891566,46,0.995,3.3432597,153.7899462,0.015378995,1.07066E-06,1.03141E-06,9.08422E-07,7.03354E-07,5.29649E-07,3.7863E-06
RID E3 LS,2017-02-10,2016,RID,E,3,L,S,RID E3 LS,19,2.2356,2.4243,2.3934,2.3711,2.3441,2.3287,2.32,2.3119,0.1887,0.0763,147.3132372,36,0.76,2.5536456,91.9312416,0.009193124,1.43458E-06,1.34439E-06,1.79962E-06,9.54364E-07,5.20848E-07,6.95759E-06
RID E3 WA,2017-02-10,2016,RID,E,3,W,A,RID E3 WA,17.6,2.2681,2.4082,2.3795,2.3577,2.3478,2.3404,2.3365,2.3285,0.1401,0.0604,131.9536424,41,0.54,1.8144324,74.3917284,0.007439173,1.64569E-06,1.62526E-06,8.14798E-07,5.66714E-07,2.88532E-07,8.27581E-06
RID E3 WC,2017-02-10,2016,RID,E,3,W,C,RID E3 WC,29,2.2902,2.7151,2.6523,2.6052,2.5728,2.5447,2.5218,2.4381,0.4249,0.1479,187.2887086,67,0.915,3.0744549,205.9884783,0.020598848,1.30049E-06,1.26815E-06,9.63034E-07,7.77177E-07,6.11853E-07,4.67585E-06
RID E3 WS,2017-02-10,2016,RID,E,3,W,S,RID E3 WS,17.5,2.2089,2.3578,2.3464,2.3378,2.3326,2.3266,2.322,2.279,0.1489,0.0701,112.4108417,31,0.66,2.2176396,68.7468276,0.006874683,7.07753E-07,6.93311E-07,4.63481E-07,4.97228E-07,3.68012E-07,2.15427E-06
RID E4 LA,2017-02-10,2016,RID,E,4,L,A,RID E4 LA,24,2.1779,2.5213,2.5056,2.4959,2.4892,2.4817,2.4741,2.3408,0.3434,0.1629,110.8041743,45,0.87,2.9232522,131.546349,0.013154635,5.08831E-07,4.08964E-07,3.12088E-07,3.24817E-07,3.17972E-07,7.96388E-07
RID E4 LC,2017-02-10,2016,RID,E,4,L,C,RID E4 LC,19.9,2.2364,2.4898,2.4767,2.4692,2.4621,2.4552,2.4487,2.3507,0.2534,0.1143,121.6972878,37,0.76,2.5536456,94.4848872,0.009448489,5.91101E-07,4.40241E-07,4.60082E-07,4.16048E-07,3.78622E-07,8.2431E-07
RID E4 LS,2017-02-10,2016,RID,E,4,L,S,RID E4 LS,24,2.3347,2.6617,2.6495,2.6428,2.6382,2.6333,2.6293,2.4921,0.327,0.1574,107.750953,49,0.805,2.7048483,132.5375667,0.013253757,3.92656E-07,2.80367E-07,2.12667E-07,2.10627E-07,1.65988E-07,8.21472E-07
RID E4 WA,2017-02-10,2016,RID,E,4,W,A,RID E4 WA,15,2.5509,2.6905,2.6797,2.6733,2.6678,2.6624,2.6578,2.6169,0.1396,0.066,111.5151515,19,0.768421053,2.581940842,49.056876,0.004905688,9.30426E-07,7.62094E-07,6.4014E-07,6.32061E-07,5.17495E-07,1.93623E-06
RID E4 WC,2017-02-10,2016,RID,E,4,W,C,RID E4 WC,17,2.1537,2.3311,2.3196,2.3128,2.3062,2.3,2.2937,2.2345,0.1774,0.0808,119.5544554,29,0.64,2.1504384,62.3627136,0.006236271,7.785E-07,6.36961E-07,6.0427E-07,5.71272E-07,5.57141E-07,1.06921E-06
RID E4 WS,2017-02-10,2016,RID,E,4,W,S,RID E4 WS,28.8,2.2823,2.4694,2.4512,2.4392,2.4271,2.4171,2.4091,2.3641,0.1871,0.0818,128.7286064,60,0.615,2.0664369,123.986214,0.012398621,6.25822E-07,5.36784E-07,5.97989E-07,4.59171E-07,3.55117E-07,1.68395E-06
RID E5 LA,2017-02-10,2016,RID,E,5,L,A,RID E5 LA,24.6,2.1443,2.454,2.4353,2.4276,2.4194,2.4107,2.4035,2.2884,0.3097,0.1441,114.9201943,49,0.87,2.9232522,143.2393578,0.014323936,5.51144E-07,3.13784E-07,3.26861E-07,3.49006E-07,2.77217E-07,4.69944E-07
RID E5 LC,2017-02-10,2016,RID,E,5,L,C,RID E5 LC,19.2,2.2907,2.4945,2.477,2.4652,2.4529,2.4433,2.4361,2.3832,0.2038,0.0925,120.3243243,37,0.7,2.352042,87.025554,0.008702555,8.48479E-07,7.92071E-07,8.06994E-07,6.33417E-07,4.56284E-07,2.73883E-06
RID E5 LS,2017-02-10,2016,RID,E,5,L,S,RID E5 LS,22.4,2.3446,2.5349,2.5249,2.5191,2.5148,2.5099,2.5059,2.4342,0.1903,0.0896,112.3883929,35,0.76,2.5536456,89.377596,0.00893776,4.72343E-07,3.78793E-07,2.74696E-07,3.15024E-07,2.4682E-07,9.26118E-07
RID E5 WA,2017-02-10,2016,RID,E,5,W,A,RID E5 WA,25.4,2.5541,2.8435,2.8257,2.8164,2.8073,2.7977,2.7903,2.69,0.2894,0.1359,112.950699,44,0.845,2.8392507,124.9270308,0.012492703,6.00866E-07,4.3454E-07,4.15908E-07,4.41562E-07,3.26682E-07,9.26035E-07
RID E5 WC,2017-02-10,2016,RID,E,5,W,C,RID E5 WC,15.1,2.4012,2.5666,2.5505,2.5317,2.5164,2.5107,2.5062,2.4768,0.1654,0.0756,118.7830688,28,0.645,2.1672387,60.6826836,0.006068268,1.11765E-06,1.80841E-06,1.43959E-06,5.39742E-07,4.08975E-07,9.97093E-06
RID E5 WS,2017-02-10,2016,RID,E,5,W,S,RID E5 WS,24.8,2.1829,2.4494,2.4233,2.3826,2.3699,2.3643,2.3592,2.3121,0.2665,0.1292,106.2693498,51,0.725,2.4360435,124.2382185,0.012423822,8.8593E-07,1.91367E-06,5.83661E-07,2.59006E-07,2.26394E-07,1.01721E-05
RLK F1 LA,2016-09-21,2016,RLK,F,1,L,A,RLK F1 LA,0.00001,2.279,2.3248,2.3201,2.3165,2.3148,2.3132,2.3096,2.2932,0.0458,0.0142,222.5352113,17,0.611764706,2.055566118,34.944624,0.003494462,1.03888E-06,8.46668E-07,3.95094E-07,3.51771E-07,7.67253E-07,1.08294E-06
RLK F1 LC,2016-09-21,2016,RLK,F,1,L,C,RLK F1 LC,19.9,2.252,2.509,2.49,2.483,2.476,2.473,2.4695,2.3699,0.257,0.1179,117.9813401,56,0.615,2.0664369,115.7204664,0.011572047,1.15316E-06,5.00789E-07,4.9255E-07,1.91818E-07,2.34092E-07,2.28125E-06
RLK F1 LS,2016-09-21,2016,RLK,F,1,L,S,RLK F1 LS,11.9,2.3269,2.3972,2.3877,2.3795,2.3757,2.3736,2.3707,2.3436,0.0703,0.0167,320.9580838,21,0.67,2.2512402,47.2760442,0.004727604,1.44847E-06,1.42406E-06,6.46395E-07,3.42789E-07,4.68803E-07,6.26691E-06
RLK F1 WA,2016-09-21,2016,RLK,F,1,W,A,RLK F1 WA,19.3,2.341,2.5493,2.5348,2.526,2.52,2.5155,2.5096,2.4405,0.2083,0.0995,109.3467337,33,0.71,2.3856426,78.7262058,0.007872621,1.23417E-06,9.75603E-07,6.20575E-07,4.36846E-07,5.72074E-07,3.09133E-06
RLK F1 WC,2016-09-21,2016,RLK,F,1,W,C,RLK F1 WC,0.00001,2.323,2.5032,2.4963,2.4925,2.4892,2.4848,2.4806,2.4054,0.1802,0.0824,118.6893204,31,0.625,2.1000375,65.1011625,0.006510116,8.18104E-07,4.79125E-07,4.12751E-07,5.14353E-07,4.96337E-07,2.07476E-07
