site,year,date,time,sample,weight,depth,density,swe,htc
Owl: Coastal Beach Ridge,2013,20130228,14:38h,9,66,7,263.9495287,18.47646701,2.926112856
Owl: Coastal Beach Ridge,2013,20130228,14:38h,10,53,6,247.2860484,14.8371629,2.996369097
Owl: Coastal Beach Ridge,2013,20130228,14:38h,11,65,6,303.2753424,18.19652054,4.506820731
Owl: Coastal Beach Ridge,2013,20130228,14:38h,12,31,4,216.9585141,8.678340566,3.459718269
Owl: Coastal Beach Ridge,2013,20130228,14:38h,13,36,4,251.9518229,10.07807292,4.665759497
Owl: Coastal Beach Ridge,2013,20130228,14:38h,14,67,6,312.6068914,18.75641348,4.788430358
Owl: Coastal Beach Ridge,2013,20130228,14:38h,15,33,5,184.7646701,9.238233506,2.007313419
Owl: Coastal Beach Ridge,2013,20130228,14:38h,16,49,6,228.6229504,13.71737702,2.561154219
Owl: Coastal Beach Ridge,2013,20130228,14:38h,17,53,6,247.2860484,14.8371629,2.996369097
Owl: Coastal Beach Ridge,2013,20130228,14:38h,18,32,4,223.9571759,8.958287036,3.686526023
Owl: Coastal Beach Ridge,2013,20130228,14:38h,19,41,5,229.5561053,11.47780526,3.098525122
Owl: Coastal Beach Ridge,2013,20130228,14:38h,20,97,8,339.4350947,27.15480758,4.234194744
Owl: Coastal Beach Ridge,2013,20130228,14:38h,21,67,6,312.6068914,18.75641348,4.788430358
Owl: Coastal Beach Ridge,2013,20130228,14:38h,22,33,4,230.9558376,9.238233506,3.920534022
Owl: Coastal Beach Ridge,2013,20130228,14:38h,23,23,4,160.9692202,6.438768807,1.904465103
Owl: Coastal Beach Ridge,2013,20130228,14:38h,24,46,5,257.5507523,12.87753761,3.900344532
Owl: Coastal Beach Ridge,2013,20130228,14:38h,25,49,5,274.3475405,13.71737702,4.42567449
Owl: Coastal Beach Ridge,2013,20130228,14:38h,26,57,6,265.9491464,15.95694878,3.465718474
Owl: Coastal Beach Ridge,2013,20130228,14:38h,27,45,5,251.9518229,12.59759114,3.732607598
Owl: Coastal Beach Ridge,2013,20130228,14:38h,28,39,5,218.3582465,10.91791232,2.80360304
Owl: Coastal Beach Ridge,2013,20130228,14:38h,29,57,6,265.9491464,15.95694878,3.465718474
Owl: Coastal Beach Ridge,2013,20130228,14:38h,30,67,6,312.6068914,18.75641348,4.788430358
Owl: Coastal Beach Ridge,2013,20130228,14:38h,31,28,4,195.9625289,7.838501156,2.822496486
Owl: Coastal Beach Ridge,2013,20130228,14:38h,32,30,4,209.9598524,8.398394096,3.240110762
Owl: Coastal Beach Ridge,2013,20130228,14:38h,33,43,5,240.7539641,12.0376982,3.408193308
Owl: Coastal Fen,2013,20130228,13:45h,1,840,85,276.652982,235.1550347,0.264727535
Owl: Coastal Fen,2013,20130228,13:45h,2,730,88,232.2283216,204.360923,0.180175205
Owl: Coastal Fen,2013,20130228,13:45h,3,500,85,164.674394,139.9732349,0.093795187
Owl: Coastal Fen,2013,20130228,13:45h,4,830,99,234.7025959,232.35557,0.163586674
Owl: Coastal Fen,2013,20130228,13:45h,5,840,102,230.5441517,235.1550347,0.153198805
Owl: Coastal Fen,2013,20130228,13:45h,6,1150,115,279.9464699,321.9384403,0.200354675
Owl: Coastal Fen,2013,20130228,13:45h,7,1020,104,274.5628839,285.5453993,0.213106966
Owl: Coastal Fen,2013,20130228,13:45h,8,890,101,246.6855032,249.1523582,0.177138602
Owl: Coastal Fen,2013,20130228,13:45h,9,1100,114,270.1237867,307.9411169,0.188177692
Owl: Coastal Fen,2013,20130228,13:45h,10,995,109,255.5474656,278.5467375,0.176142432
Owl: Coastal Fen,2013,20130228,13:45h,11,520,82,177.5270297,145.5721643,0.112995839
Owl: Coastal Fen,2013,20130228,13:45h,12,995,104,267.8334015,278.5467375,0.202788566
Owl: Coastal Fen,2013,20130228,13:45h,13,1050,113,260.1272508,293.9437934,0.176051848
Owl: Coastal Fen,2013,20130228,13:45h,14,980,104,263.795712,274.3475405,0.196720425
Owl: Coastal Fen,2013,20130228,13:45h,15,740,83,249.5908286,207.1603877,0.220661458
Owl: Coastal Fen,2013,20130228,13:45h,16,500,81,172.8064629,139.9732349,0.108388267
Owl: Coastal Fen,2013,20130228,13:45h,17,590,89,185.5824913,165.1684172,0.113770934
Owl: Coastal Fen,2013,20130228,13:45h,18,610,86,198.5666821,170.7673466,0.13479123
Owl: Coastal Fen,2013,20130228,13:45h,19,520,87,167.3243268,145.5721643,0.094612006
Owl: Coastal Fen,2013,20130228,13:45h,20,740,87,238.1153882,207.1603877,0.191603308
Owl: Coastal Fen,2013,20130228,13:45h,21,610,90,189.7414962,170.7673466,0.117605996
Owl: Coastal Fen,2013,20130228,13:45h,22,780,89,245.3463444,218.3582465,0.198845839
Owl: Coastal Fen,2013,20130228,13:45h,23,630,72,244.9531611,176.366276,0.245008376
Owl: Coastal Fen,2013,20130228,13:45h,24,640,83,215.8623382,179.1657407,0.165052836
Owl: Coastal Fen,2013,20130228,13:45h,25,630,75,235.1550347,176.366276,0.21676773
Owl: Coastal Fen,2013,20130228,13:45h,26,490,68,201.7261327,137.1737702,0.175939253
Owl: Coastal Fen,2013,20130228,13:45h,27,510,71,201.0883093,142.7726996,0.167441315
Owl: Coastal Fen,2013,20130228,13:45h,28,380,73,145.7255597,106.3796585,0.085525561
Owl: Coastal Fen,2013,20130228,13:45h,29,300,59,142.3456626,83.98394096,0.10096801
Owl: Coastal Fen,2013,20130228,13:45h,30,460,74,174.0207786,128.7753761,0.12031446
Owl: Coastal Fen,2013,20130228,13:45h,31,495,75,184.7646701,138.5735026,0.133820895
Owl: Coastal Fen,2013,20130228,13:45h,32,640,77,232.6827801,179.1657407,0.206721236
Owl: Coastal Fen,2013,20130228,13:45h,33,340,74,128.6240537,95.18179975,0.06572945
Owl: Spruce Forest,2013,20130228,12:07h,1,290,41,198.0109177,81.18447626,0.281152369
Owl: Spruce Forest,2013,20130228,12:07h,2,340,55,173.0578177,95.18179975,0.160091062
Owl: Spruce Forest,2013,20130228,12:07h,3,300,48,174.9665437,83.98394096,0.18750641
Owl: Spruce Forest,2013,20130228,12:07h,4,265,46,161.2735098,74.18581451,0.166232361
Owl: Spruce Forest,2013,20130228,12:07h,5,310,49,177.1089911,86.78340566,0.188205568
Owl: Spruce Forest,2013,20130228,12:07h,6,295,51,161.9298208,82.58420861,0.151157891
Owl: Spruce Forest,2013,20130228,12:07h,7,370,56,184.9646319,103.5801939,0.179612554
Owl: Spruce Forest,2013,20130228,12:07h,8,330,51,181.1418334,92.38233506,0.189153627
Owl: Spruce Forest,2013,20130228,12:07h,9,320,41,218.4948058,89.58287036,0.342330589
Owl: Spruce Forest,2013,20130228,12:07h,10,350,51,192.1201264,97.98126445,0.212776118
Owl: Spruce Forest,2013,20130228,12:07h,11,340,51,186.6309799,95.18179975,0.200791178
Owl: Spruce Forest,2013,20130228,12:07h,12,385,56,192.463198,107.7793909,0.194470934
Owl: Spruce Forest,2013,20130228,12:07h,13,380,57,186.6309799,106.3796585,0.179655264
Owl: Spruce Forest,2013,20130228,12:07h,14,390,59,185.0493614,109.1791232,0.170635937
Owl: Spruce Forest,2013,20130228,12:07h,15,360,56,179.9655878,100.7807292,0.170034967
Owl: Spruce Forest,2013,20130228,12:07h,16,410,49,234.2409238,114.7780526,0.329212862
Owl: Spruce Forest,2013,20130228,12:07h,17,500,67,208.915276,139.9732349,0.191519466
Owl: Spruce Forest,2013,20130228,12:07h,18,490,64,214.334016,137.1737702,0.211032605
Owl: Spruce Forest,2013,20130228,12:07h,19,350,56,174.9665437,97.98126445,0.16071978
Owl: Spruce Forest,2013,20130228,12:07h,20,410,55,208.6873684,114.7780526,0.232796779
Owl: Spruce Forest,2013,20130228,12:07h,21,370,48,215.7920705,103.5801939,0.285218083
Owl: Spruce Forest,2013,20130228,12:07h,22,220,44,139.9732349,61.58822337,0.130913566
Owl: Spruce Forest,2013,20130228,12:07h,23,190,41,129.7312909,53.18982927,0.120684905
Owl: Spruce Forest,2013,20130228,12:07h,24,200,45,124.4206533,55.98929397,0.10113926
Owl: Spruce Forest,2013,20130228,12:07h,25,315,56,157.4698893,88.18313801,0.130183022
Owl: Spruce Forest,2013,20130228,12:07h,26,330,49,188.5353777,92.38233506,0.213273532
Owl: Spruce Forest,2013,20130228,12:07h,27,260,48,151.6376712,72.78608217,0.140838148
Owl: Spruce Forest,2013,20130228,12:07h,28,290,53,153.1782571,81.18447626,0.130156454
Owl: Spruce Forest,2013,20130228,12:07h,29,230,42,153.3040192,64.38768807,0.164514856
Owl: Spruce Forest,2013,20130228,12:07h,30,290,54,150.3416227,81.18447626,0.123058619
Owl: Spruce Forest,2013,20130228,12:07h,31,400,57,196.4536631,111.9785879,0.199064005
Owl: Spruce Forest,2013,20130228,12:07h,32,410,49,234.2409238,114.7780526,0.329212862
Owl: Spruce Forest,2013,20130228,12:07h,33,380,62,171.5800944,106.3796585,0.139601295
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,1,460,50,257.5507523,128.7753761,0.390034453
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,2,470,51,257.989884,131.5748408,0.383691792
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,3,480,52,258.412126,134.3743055,0.377545906
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,4,310,35,247.9525876,86.78340566,0.51643608
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,5,400,47,238.2523148,111.9785879,0.355077971
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,6,310,37,234.549745,86.78340566,0.437134956
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,7,260,31,234.7938134,72.78608217,0.522828117
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,8,215,26,231.4941962,60.18849102,0.605974288
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,9,410,50,229.5561053,114.7780526,0.309852512
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,10,315,39,226.1106103,88.18313801,0.385411446
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,11,385,42,256.6175974,107.7793909,0.460968139
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,12,170,18,264.3938882,47.59089988,1.141767426
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,13,170,20,237.9544994,47.59089988,0.832348454
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,14,270,36,209.9598524,75.58554686,0.360012307
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,15,95,10,265.9491464,26.59491464,2.079431085
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,16,180,21,239.954117,50.39036458,0.806091696
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,17,50,6,233.2887249,13.99732349,2.666757829
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,18,275,31,248.3396104,76.98527921,0.584894621
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,19,390,45,242.6202739,109.1791232,0.384582036
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,20,240,28,239.954117,67.18715277,0.604568772
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,21,350,36,272.170179,97.98126445,0.604958952
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,22,420,41,286.7744325,117.5775173,0.589717929
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,23,350,36,272.170179,97.98126445,0.604958952
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,24,400,36,311.0516332,111.9785879,0.790150468
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,25,480,54,248.8413065,134.3743055,0.337130866
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,26,490,51,268.9681769,137.1737702,0.417041192
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,27,125,13,269.1792979,34.99330873,1.638654105
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,28,140,15,261.2833719,39.19250578,1.338072408
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,29,155,16,271.1981427,43.39170283,1.351452449
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,30,175,18,272.170179,48.99063223,1.209917904
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,31,155,16,271.1981427,43.39170283,1.351452449
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,32,123,15,229.5561053,34.43341579,1.032841707
Roberge Lake: Peat Plateau - Ice Wedge,2013,20130228,10:56h,33,175,19,257.8454328,48.99063223,1.028756556
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,1,19,3,177.2994309,5.318982927,3.080638644
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,2,48,5,268.7486111,13.43743055,4.246877978
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,3,46,7,183.9648231,12.87753761,1.421408357
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,4,26,5,145.5721643,7.278608217,1.246045796
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,5,40,5,223.9571759,11.19785879,2.949220818
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,6,36,4,251.9518229,10.07807292,4.665759497
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,7,32,4,223.9571759,8.958287036,3.686526023
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,8,38,5,212.7593171,10.63796585,2.661671788
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,9,48,5,268.7486111,13.43743055,4.246877978
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,10,53,6,247.2860484,14.8371629,2.996369097
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,11,88,10,246.3528935,24.63528935,1.784278595
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,12,65,9,202.1835616,18.19652054,1.335354291
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,13,88,8,307.9411169,24.63528935,3.484919131
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,14,75,10,209.9598524,20.99598524,1.296044305
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,15,58,6,270.6149209,16.23689525,3.588389335
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,16,18,4,125.9759114,5.039036458,1.166439874
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,17,46,7,183.9648231,12.87753761,1.421408357
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,18,32,5,179.1657407,8.958287036,1.887501324
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,19,43,6,200.6283034,12.0376982,1.97233409
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,20,65,7,259.9502934,18.19652054,2.838114513
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,21,41,5,229.5561053,11.47780526,3.098525122
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,22,95,10,265.9491464,26.59491464,2.079431085
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,23,74,8,258.9504846,20.71603877,2.464284241
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,24,43,5,240.7539641,12.0376982,3.408193308
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,25,70,10,195.9625289,19.59625289,1.128998594
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,26,78,9,242.6202739,21.83582465,1.922910178
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,27,71,11,180.6927215,19.87619936,0.872641702
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,28,42,7,167.9678819,11.75775173,1.184954793
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,29,39,6,181.9652054,10.91791232,1.622455463
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,30,55,7,219.9579406,15.39705584,2.032022817
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,31,27,4,188.9638672,7.558554686,2.624489717
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,32,28,4,195.9625289,7.838501156,2.822496486
Roberge Lake: Peat Plateau - Polygon Center,2013,20130228,10:56h,33,33,4,230.9558376,9.238233506,3.920534022
Roberge Lake: Tree Island,2013,20130228,10:56h,1,490,59,232.4979157,137.1737702,0.269360213
Roberge Lake: Tree Island,2013,20130228,10:56h,2,680,84,226.6233327,190.3635995,0.179753472
Roberge Lake: Tree Island,2013,20130228,10:56h,3,810,90,251.9518229,226.7566406,0.207367089
Roberge Lake: Tree Island,2013,20130228,10:56h,4,600,86,195.3114906,167.9678819,0.13040807
Roberge Lake: Tree Island,2013,20130228,10:56h,5,620,73,237.7627552,173.5668113,0.227673309
Roberge Lake: Tree Island,2013,20130228,10:56h,6,600,76,221.0103709,167.9678819,0.188955286
Roberge Lake: Tree Island,2013,20130228,10:56h,7,500,75,186.6309799,139.9732349,0.136538001
Roberge Lake: Tree Island,2013,20130228,10:56h,8,760,98,217.101344,212.7593171,0.141398981
Roberge Lake: Tree Island,2013,20130228,10:56h,9,620,79,219.7048245,173.5668113,0.179638503
Roberge Lake: Tree Island,2013,20130228,10:56h,10,620,83,209.1166401,173.5668113,0.154898219
Roberge Lake: Tree Island,2013,20130228,10:56h,11,640,81,221.1922725,179.1657407,0.177583337
Roberge Lake: Tree Island,2013,20130228,10:56h,12,660,90,205.2940779,184.7646701,0.137675818
Roberge Lake: Tree Island,2013,20130228,10:56h,13,530,75,197.8288387,148.371629,0.153414098
Roberge Lake: Tree Island,2013,20130228,10:56h,14,630,83,212.4894892,176.366276,0.159935231
Roberge Lake: Tree Island,2013,20130228,10:56h,15,900,102,247.0115911,251.9518229,0.175865975
Roberge Lake: Tree Island,2013,20130228,10:56h,16,730,92,222.131438,204.360923,0.15768107
Roberge Lake: Tree Island,2013,20130228,10:56h,17,950,120,221.6242886,265.9491464,0.120337447
Roberge Lake: Tree Island,2013,20130228,10:56h,18,1050,118,249.1049096,293.9437934,0.154607265
Roberge Lake: Tree Island,2013,20130228,10:56h,19,920,116,222.0265106,257.5507523,0.124939283
Roberge Lake: Tree Island,2013,20130228,10:56h,20,1020,104,274.5628839,285.5453993,0.213106966
Roberge Lake: Tree Island,2013,20130228,10:56h,21,1120,115,272.6435185,313.5400463,0.190037735
Roberge Lake: Tree Island,2013,20130228,10:56h,22,820,108,212.5519493,229.5561053,0.122985457
Roberge Lake: Tree Island,2013,20130228,10:56h,23,910,95,268.1592501,254.7512876,0.222540618
Roberge Lake: Tree Island,2013,20130228,10:56h,24,920,99,260.152275,257.5507523,0.200986734
Roberge Lake: Tree Island,2013,20130228,10:56h,25,1000,103,271.7926892,279.9464699,0.210855846
Roberge Lake: Tree Island,2013,20130228,10:56h,26,980,94,291.8590856,274.3475405,0.26641944
Roberge Lake: Tree Island,2013,20130228,10:56h,27,1230,132,260.8592106,344.3341579,0.151560403
Roberge Lake: Tree Island,2013,20130228,10:56h,28,1080,126,239.954117,302.3421875,0.134348616
Roberge Lake: Tree Island,2013,20130228,10:56h,29,1375,140,274.9474258,384.9263961,0.158751783
Roberge Lake: Tree Island,2013,20130228,10:56h,30,1540,148,291.2956511,431.1175636,0.168559648
Roberge Lake: Tree Island,2013,20130228,10:56h,31,610,71,240.5173896,170.7673466,0.239542151
Roberge Lake: Tree Island,2013,20130228,10:56h,32,700,72,272.170179,195.9625289,0.302479476
Roberge Lake: Tree Island,2013,20130228,10:56h,33,840,94,250.1649305,235.1550347,0.195736732
Broad: Coastal Beach Ridge,2014,20140304,15:05h,1,28,4,195.9625289,7.838501156,2.822496486
Broad: Coastal Beach Ridge,2014,20140304,15:05h,2,42,5,235.1550347,11.75775173,3.251515952
Broad: Coastal Beach Ridge,2014,20140304,15:05h,3,32,4,223.9571759,8.958287036,3.686526023
Broad: Coastal Beach Ridge,2014,20140304,15:05h,4,32,4,223.9571759,8.958287036,3.686526023
Broad: Coastal Beach Ridge,2014,20140304,15:05h,5,42,5,235.1550347,11.75775173,3.251515952
Broad: Coastal Beach Ridge,2014,20140304,15:05h,6,40,5,223.9571759,11.19785879,2.949220818
Broad: Coastal Beach Ridge,2014,20140304,15:05h,7,40,5,223.9571759,11.19785879,2.949220818
Broad: Coastal Beach Ridge,2014,20140304,15:05h,8,42,5,235.1550347,11.75775173,3.251515952
Broad: Coastal Beach Ridge,2014,20140304,15:05h,9,45,5,251.9518229,12.59759114,3.732607598
Broad: Coastal Beach Ridge,2014,20140304,15:05h,10,34,5,190.3635995,9.518179975,2.130812041
Broad: Coastal Beach Ridge,2014,20140304,15:05h,11,28,4,195.9625289,7.838501156,2.822496486
Broad: Coastal Beach Ridge,2014,20140304,15:05h,12,53,6,247.2860484,14.8371629,2.996369097
Broad: Coastal Beach Ridge,2014,20140304,15:05h,13,47,5,263.1496817,13.15748408,4.071767992
Broad: Coastal Beach Ridge,2014,20140304,15:05h,14,29,4,202.9611907,8.118447626,3.027703501
Broad: Coastal Beach Ridge,2014,20140304,15:05h,15,42,5,235.1550347,11.75775173,3.251515952
Broad: Coastal Beach Ridge,2014,20140304,15:05h,16,25,3,233.2887249,6.998661747,5.333515658
Broad: Coastal Beach Ridge,2014,20140304,15:05h,17,21,3,195.9625289,5.878875867,3.763328648
Broad: Coastal Beach Ridge,2014,20140304,15:05h,18,49,5,274.3475405,13.71737702,4.42567449
Broad: Coastal Beach Ridge,2014,20140304,15:05h,19,55,6,256.6175974,15.39705584,3.226776973
Broad: Coastal Beach Ridge,2014,20140304,15:05h,20,20,4,139.9732349,5.598929397,1.440049228
Broad: Coastal Beach Ridge,2014,20140304,15:05h,21,53,6,247.2860484,14.8371629,2.996369097
Broad: Coastal Beach Ridge,2014,20140304,15:05h,22,33,4,230.9558376,9.238233506,3.920534022
Broad: Coastal Beach Ridge,2014,20140304,15:05h,23,40,5,223.9571759,11.19785879,2.949220818
Broad: Coastal Beach Ridge,2014,20140304,15:05h,24,16,3,149.3047839,4.479143518,2.184608013
Broad: Coastal Beach Ridge,2014,20140304,15:05h,25,19,3,177.2994309,5.318982927,3.080638644
Broad: Coastal Beach Ridge,2014,20140304,15:05h,26,14,3,130.6416859,3.919250578,1.67259051
Broad: Coastal Beach Ridge,2014,20140304,15:05h,27,20,3,186.6309799,5.598929397,3.413450021
Broad: Coastal Beach Ridge,2014,20140304,15:05h,28,51,5,285.5453993,14.27726996,4.794327092
Broad: Coastal Beach Ridge,2014,20140304,15:05h,29,27,4,188.9638672,7.558554686,2.624489717
Broad: Coastal Beach Ridge,2014,20140304,15:05h,30,28,4,195.9625289,7.838501156,2.822496486
Broad: Coastal Beach Ridge,2014,20140304,15:05h,31,16,3,149.3047839,4.479143518,2.184608013
Broad: Coastal Beach Ridge,2014,20140304,15:05h,32,30,4,209.9598524,8.398394096,3.240110762
Broad: Coastal Beach Ridge,2014,20140304,15:05h,33,15,3,139.9732349,4.199197048,1.920065637
Broad: Riparian Forest,2014,20140305,08:45h,1,1180,140,235.9548817,330.3368344,0.116916883
Broad: Riparian Forest,2014,20140305,08:45h,2,1460,137,298.3371139,408.721846,0.191003503
Broad: Riparian Forest,2014,20140305,08:45h,3,1500,144,291.6109061,419.9197048,0.173617046
Broad: Riparian Forest,2014,20140305,08:45h,4,1520,149,285.582976,425.5186342,0.160925806
Broad: Riparian Forest,2014,20140305,08:45h,5,1480,150,276.2138503,414.3207754,0.149536419
Broad: Riparian Forest,2014,20140305,08:45h,6,1500,151,278.0925197,419.9197048,0.150573657
Broad: Riparian Forest,2014,20140305,08:45h,7,1690,151,313.3175722,473.1095341,0.191134854
Broad: Riparian Forest,2014,20140305,08:45h,8,1760,152,324.1485441,492.705787,0.203231907
Broad: Riparian Forest,2014,20140305,08:45h,9,1800,150,335.9357638,503.9036458,0.221191561
Broad: Riparian Forest,2014,20140305,08:45h,10,1420,142,279.9464699,397.5239872,0.162259068
Broad: Riparian Forest,2014,20140305,08:45h,11,1390,140,277.9468522,389.1255931,0.162234351
Broad: Riparian Forest,2014,20140305,08:45h,12,1480,141,293.8445216,414.3207754,0.180037683
Broad: Riparian Forest,2014,20140305,08:45h,13,1400,130,301.4808137,391.9250578,0.205552771
Broad: Riparian Forest,2014,20140305,08:45h,14,1120,130,241.184651,313.5400463,0.131553773
Broad: Riparian Forest,2014,20140305,08:45h,15,1400,130,301.4808137,391.9250578,0.205552771
Broad: Riparian Forest,2014,20140305,08:45h,16,1300,126,288.8336594,363.9304108,0.19465806
Broad: Riparian Forest,2014,20140305,08:45h,17,1200,123,273.1185072,335.9357638,0.178297182
Broad: Riparian Forest,2014,20140305,08:45h,18,1280,125,286.6651851,358.3314814,0.193280136
Broad: Riparian Forest,2014,20140305,08:45h,19,1340,124,302.5227981,375.1282696,0.216991071
Broad: Riparian Forest,2014,20140305,08:45h,20,1100,126,244.3977118,307.9411169,0.139370564
Broad: Riparian Forest,2014,20140305,08:45h,21,1100,126,244.3977118,307.9411169,0.139370564
Broad: Riparian Forest,2014,20140305,08:45h,22,1240,122,284.5357563,347.1336226,0.195101766
Broad: Riparian Forest,2014,20140305,08:45h,23,1220,124,275.4312042,341.5346932,0.179867181
Broad: Riparian Forest,2014,20140305,08:45h,24,1120,120,261.2833719,313.5400463,0.167259051
Broad: Riparian Forest,2014,20140305,08:45h,25,920,119,216.4292036,257.5507523,0.115726306
Broad: Riparian Forest,2014,20140305,08:45h,26,1440,121,333.1594352,403.1229166,0.269690839
Broad: Riparian Forest,2014,20140305,08:45h,27,1120,122,257.0000379,313.5400463,0.159167309
Broad: Riparian Forest,2014,20140305,08:45h,28,1180,115,287.2494213,330.3368344,0.21094431
Broad: Riparian Forest,2014,20140305,08:45h,29,1000,120,233.2887249,279.9464699,0.133337891
Broad: Riparian Forest,2014,20140305,08:45h,30,1080,119,254.0690651,302.3421875,0.159479163
Broad: Riparian Forest,2014,20140305,08:45h,31,1040,119,244.6590997,291.1443287,0.147884656
Broad: Riparian Forest,2014,20140305,08:45h,32,830,120,193.6296417,232.35557,0.091856473
Broad: Riparian Forest,2014,20140305,08:45h,33,1060,120,247.2860484,296.7432581,0.149818455
Broad: Sedge Fen,2014,20140304,15:45h,1,103,9,320.3831822,28.8344864,3.353082525
Broad: Sedge Fen,2014,20140304,15:45h,2,112,10,313.5400463,31.35400463,2.890236402
Broad: Sedge Fen,2014,20140304,15:45h,3,109,10,305.1416522,30.51416522,2.73747598
Broad: Sedge Fen,2014,20140304,15:45h,4,110,11,279.9464699,30.79411169,2.094617058
Broad: Sedge Fen,2014,20140304,15:45h,5,132,13,284.2533386,36.95293402,1.827322184
Broad: Sedge Fen,2014,20140304,15:45h,6,120,12,279.9464699,33.59357638,1.920065637
Broad: Sedge Fen,2014,20140304,15:45h,7,154,13,331.6288951,43.11175636,2.487188528
Broad: Sedge Fen,2014,20140304,15:45h,8,125,13,269.1792979,34.99330873,1.638654105
Broad: Sedge Fen,2014,20140304,15:45h,9,164,12,382.5935088,45.91122106,3.586255928
Broad: Sedge Fen,2014,20140304,15:45h,10,172,12,401.2566068,48.15079282,3.94466818
Broad: Sedge Fen,2014,20140304,15:45h,11,165,14,329.9369109,46.19116753,2.286025669
Broad: Sedge Fen,2014,20140304,15:45h,12,110,10,307.9411169,30.79411169,2.787935305
