site,year,date,time,sample,weight,depth,density,swe,htc
Owl: Coastal Fen,2017,20170219,12:20h,2,125,44,79.53024712,34.99330873,0.042262902
Owl: Coastal Fen,2017,20170219,12:20h,3,150,40,104.9799262,41.99197048,0.081002769
Owl: Coastal Fen,2017,20170219,12:20h,4,125,42,83.31740175,34.99330873,0.048592526
Owl: Coastal Fen,2017,20170219,12:20h,5,225,31,203.1869539,62.98795572,0.391541027
Owl: Coastal Fen,2017,20170219,12:20h,6,50,44,31.81209885,13.99732349,0.006762064
Owl: Coastal Fen,2017,20170219,12:20h,7,100,50,55.98929397,27.99464699,0.01843263
Owl: Coastal Fen,2017,20170219,12:20h,8,100,42,66.6539214,27.99464699,0.031099217
Owl: Coastal Fen,2017,20170219,12:20h,9,125,50,69.98661747,34.99330873,0.028800985
Owl: Coastal Fen,2017,20170219,12:20h,10,100,54,51.84193886,27.99464699,0.014632416
Owl: Coastal Fen,2017,20170219,12:20h,11,150,48,87.48327183,41.99197048,0.046876602
Owl: Coastal Fen,2017,20170219,12:20h,12,300,48,174.9665437,83.98394096,0.18750641
Owl: Coastal Fen,2017,20170219,12:20h,13,200,48,116.6443624,55.98929397,0.083336182
Owl: Coastal Fen,2017,20170219,12:20h,14,250,51,137.2286617,69.98661747,0.108559244
Owl: Coastal Fen,2017,20170219,12:20h,15,100,50,55.98929397,27.99464699,0.01843263
Owl: Coastal Fen,2017,20170219,12:20h,16,200,50,111.9785879,55.98929397,0.07373052
Owl: Coastal Fen,2017,20170219,12:20h,17,200,51,109.7829294,55.98929397,0.069477916
Owl: Coastal Fen,2017,20170219,12:20h,18,350,52,188.4255086,97.98126445,0.200735128
Owl: Coastal Fen,2017,20170219,12:20h,19,250,46,152.1448206,69.98661747,0.14794621
Owl: Coastal Fen,2017,20170219,12:20h,20,200,51,109.7829294,55.98929397,0.069477916
Owl: Coastal Fen,2017,20170219,12:20h,21,250,50,139.9732349,69.98661747,0.115203938
Owl: Coastal Fen,2017,20170219,12:20h,22,100,50,55.98929397,27.99464699,0.01843263
Owl: Coastal Fen,2017,20170219,12:20h,23,250,47,148.9076967,69.98661747,0.138702333
Owl: Coastal Fen,2017,20170219,12:20h,24,150,48,87.48327183,41.99197048,0.046876602
Owl: Coastal Fen,2017,20170219,12:20h,25,150,46,91.28689235,41.99197048,0.053260636
Owl: Coastal Fen,2017,20170219,12:20h,26,250,48,145.8054531,69.98661747,0.130212785
Owl: Coastal Fen,2017,20170219,12:20h,27,250,51,137.2286617,69.98661747,0.108559244
Owl: Coastal Fen,2017,20170219,12:20h,28,200,50,111.9785879,55.98929397,0.07373052
Owl: Coastal Fen,2017,20170219,12:20h,29,300,48,174.9665437,83.98394096,0.18750641
Owl: Coastal Fen,2017,20170219,12:20h,30,200,46,121.7158565,55.98929397,0.094685574
Owl: Coastal Fen,2017,20170219,12:20h,31,150,48,87.48327183,41.99197048,0.046876602
Owl: Coastal Fen,2017,20170219,12:20h,32,300,45,186.6309799,83.98394096,0.227563335
Owl: Coastal Fen,2017,20170219,12:20h,33,250,45,155.5258166,69.98661747,0.158030094
Owl: Spruce Forest,2017,20170220,12:20h,1,280,46,170.402199,78.38501156,0.185583726
Owl: Spruce Forest,2017,20170220,12:20h,2,280,43,182.2907246,78.38501156,0.227199838
Owl: Spruce Forest,2017,20170220,12:20h,3,300,44,190.8725931,83.98394096,0.243434317
Owl: Spruce Forest,2017,20170220,12:20h,4,240,50,134.3743055,67.18715277,0.106171949
Owl: Spruce Forest,2017,20170220,12:20h,5,280,44,178.1477536,78.38501156,0.212058339
Owl: Spruce Forest,2017,20170220,12:20h,6,250,40,174.9665437,69.98661747,0.225007692
Owl: Spruce Forest,2017,20170220,12:20h,7,240,42,159.9694114,67.18715277,0.179131488
Owl: Spruce Forest,2017,20170220,12:20h,8,260,48,151.6376712,72.78608217,0.140838148
Owl: Spruce Forest,2017,20170220,12:20h,9,260,45,161.7468493,72.78608217,0.170925349
Owl: Spruce Forest,2017,20170220,12:20h,10,280,42,186.6309799,78.38501156,0.243817859
Owl: Spruce Forest,2017,20170220,12:20h,11,280,47,166.7766203,78.38501156,0.173988206
Owl: Spruce Forest,2017,20170220,12:20h,12,280,43,182.2907246,78.38501156,0.227199838
Owl: Spruce Forest,2017,20170220,12:20h,13,280,40,195.9625289,78.38501156,0.282249649
Owl: Spruce Forest,2017,20170220,12:20h,14,240,42,159.9694114,67.18715277,0.179131488
Owl: Spruce Forest,2017,20170220,12:20h,15,160,47,95.30092591,44.79143518,0.056812475
Owl: Spruce Forest,2017,20170220,12:20h,16,240,43,156.2491925,67.18715277,0.16692233
Owl: Spruce Forest,2017,20170220,12:20h,17,210,45,130.6416859,58.78875867,0.111506034
Owl: Spruce Forest,2017,20170220,12:20h,18,220,42,146.6386271,61.58822337,0.150520209
Owl: Spruce Forest,2017,20170220,12:20h,19,175,44,111.342346,48.99063223,0.082835288
Owl: Spruce Forest,2017,20170220,12:20h,20,220,46,133.8874421,61.58822337,0.114569545
Owl: Spruce Forest,2017,20170220,12:20h,21,260,41,177.5270297,72.78608217,0.225991678
Owl: Spruce Forest,2017,20170220,12:20h,22,250,42,166.6348035,69.98661747,0.194370104
Owl: Spruce Forest,2017,20170220,12:20h,23,280,42,186.6309799,78.38501156,0.243817859
Owl: Spruce Forest,2017,20170220,12:20h,24,280,40,195.9625289,78.38501156,0.282249649
Owl: Spruce Forest,2017,20170220,12:20h,25,250,48,145.8054531,69.98661747,0.130212785
Owl: Spruce Forest,2017,20170220,12:20h,26,220,46,133.8874421,61.58822337,0.114569545
Owl: Spruce Forest,2017,20170220,12:20h,27,280,41,191.182955,78.38501156,0.262096857
Owl: Spruce Forest,2017,20170220,12:20h,28,280,44,178.1477536,78.38501156,0.212058339
Owl: Spruce Forest,2017,20170220,12:20h,29,250,44,159.0604942,69.98661747,0.169051609
Owl: Spruce Forest,2017,20170220,12:20h,30,240,44,152.6980745,67.18715277,0.155797963
Owl: Spruce Forest,2017,20170220,12:20h,31,260,44,165.422914,72.78608217,0.18284622
Owl: Spruce Forest,2017,20170220,12:20h,32,260,44,165.422914,72.78608217,0.18284622
Owl: Spruce Forest,2017,20170220,12:20h,33,290,46,176.4879919,81.18447626,0.19907642
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,1,250,37,189.1530202,69.98661747,0.284296928
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,2,275,35,219.9579406,76.98527921,0.406404563
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,3,225,36,174.9665437,62.98795572,0.250008546
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,4,250,39,179.4528653,69.98661747,0.242763571
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,5,300,34,247.0115911,83.98394096,0.527597926
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,6,300,49,171.3957979,83.98394096,0.176259117
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,7,275,48,160.3859984,76.98527921,0.157557469
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,8,300,36,233.2887249,83.98394096,0.444459638
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,9,280,36,217.7361432,78.38501156,0.387173729
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,10,320,37,242.1158658,89.58287036,0.465792086
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,11,300,28,299.9426463,83.98394096,0.944638706
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,12,250,36,194.4072707,69.98661747,0.308652526
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,13,280,34,230.5441517,78.38501156,0.459596415
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,14,290,32,253.7014883,81.18447626,0.59134834
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,15,250,34,205.8429925,69.98661747,0.366387449
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,16,260,34,214.0767123,72.78608217,0.396284664
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,17,290,34,238.7778714,81.18447626,0.493010951
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,18,240,38,176.8082968,67.18715277,0.241862766
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,19,260,40,181.9652054,72.78608217,0.243368319
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,20,270,40,188.9638672,75.58554686,0.262448972
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,21,280,39,200.9872091,78.38501156,0.304522624
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,22,290,32,253.7014883,81.18447626,0.59134834
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,23,320,40,223.9571759,89.58287036,0.368652602
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,24,250,39,179.4528653,69.98661747,0.242763571
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,25,310,40,216.9585141,86.78340566,0.345971827
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,26,300,40,209.9598524,83.98394096,0.324011076
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,27,280,40,195.9625289,78.38501156,0.282249649
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,28,275,38,202.59284,76.98527921,0.317549855
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,29,310,36,241.0650157,86.78340566,0.474584125
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,30,200,34,164.674394,55.98929397,0.234487967
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,31,220,28,219.9579406,61.58822337,0.508005704
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,32,300,40,209.9598524,83.98394096,0.324011076
Roberge Lake: Peat Plateau - Ice Wedge,2017,20170220,12:20h,33,280,40,195.9625289,78.38501156,0.282249649
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,1,54,7,215.9587053,15.11710937,1.958802821
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,2,58,8,202.9611907,16.23689525,1.513851751
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,3,56,8,195.9625289,15.67700231,1.411248243
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,4,52,9,161.7468493,14.55721643,0.854626746
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,5,38,4,265.9491464,10.63796585,5.198577712
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,6,58,4,405.9223813,16.23689525,12.110814
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,7,30,4,209.9598524,8.398394096,3.240110762
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,8,52,10,145.5721643,14.55721643,0.623022898
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,9,72,10,201.5614583,20.15614583,1.194434431
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,10,66,11,167.9678819,18.47646701,0.754062141
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,11,44,9,136.8627186,12.31764467,0.611892522
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,12,64,9,199.0730452,17.91657407,1.294582526
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,13,68,9,211.5151106,19.03635995,1.461462305
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,14,48,4,335.9357638,13.43743055,8.294683551
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,15,40,7,159.9694114,11.19785879,1.074788928
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,16,60,4,419.9197048,16.79678819,12.96044305
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,17,62,6,289.2780189,17.35668113,4.100406838
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,18,106,8,370.9290726,29.67432581,5.05637285
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,19,50,5,279.9464699,13.99732349,4.608157528
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,20,65,10,181.9652054,18.19652054,0.973473278
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,21,65,6,303.2753424,18.19652054,4.506820731
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,22,85,10,237.9544994,23.79544994,1.664696907
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,23,80,10,223.9571759,22.39571759,1.474610409
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,24,90,9,279.9464699,25.19518229,2.560087516
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,25,120,13,258.412126,33.59357638,1.510183623
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,26,90,16,157.4698893,25.19518229,0.455640576
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,27,70,6,326.6042148,19.59625289,5.226845345
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,28,70,8,244.9531611,19.59625289,2.20507538
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,29,70,4,489.9063223,19.59625289,17.64060304
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,30,55,7,219.9579406,15.39705584,2.032022817
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,31,85,10,237.9544994,23.79544994,1.664696907
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,32,50,6,233.2887249,13.99732349,2.666757829
Roberge Lake: Peat Plateau - Polygon Center,2017,20170220,12:20h,33,65,8,227.4565068,18.19652054,1.901314996
Roberge Lake: Tree Island,2017,20170220,12:20h,1,280,46,170.402199,78.38501156,0.185583726
Roberge Lake: Tree Island,2017,20170220,12:20h,2,320,47,190.6018518,89.58287036,0.227249902
Roberge Lake: Tree Island,2017,20170220,12:20h,3,200,38,147.3402473,55.98929397,0.167960254
Roberge Lake: Tree Island,2017,20170220,12:20h,4,200,36,155.5258166,55.98929397,0.197537617
Roberge Lake: Tree Island,2017,20170220,12:20h,5,220,36,171.0783983,61.58822337,0.239020517
Roberge Lake: Tree Island,2017,20170220,12:20h,6,100,30,93.31548996,27.99464699,0.085336251
Roberge Lake: Tree Island,2017,20170220,12:20h,7,100,41,68.2796268,27.99464699,0.033430722
Roberge Lake: Tree Island,2017,20170220,12:20h,8,380,62,171.5800944,106.3796585,0.139601295
Roberge Lake: Tree Island,2017,20170220,12:20h,9,450,61,206.5178876,125.9759114,0.205557271
Roberge Lake: Tree Island,2017,20170220,12:20h,10,380,53,200.7163369,106.3796585,0.223479096
Roberge Lake: Tree Island,2017,20170220,12:20h,11,280,43,182.2907246,78.38501156,0.227199838
Roberge Lake: Tree Island,2017,20170220,12:20h,12,260,41,177.5270297,72.78608217,0.225991678
Roberge Lake: Tree Island,2017,20170220,12:20h,13,250,45,155.5258166,69.98661747,0.158030094
Roberge Lake: Tree Island,2017,20170220,12:20h,14,220,46,133.8874421,61.58822337,0.114569545
Roberge Lake: Tree Island,2017,20170220,12:20h,15,225,40,157.4698893,62.98795572,0.18225623
Roberge Lake: Tree Island,2017,20170220,12:20h,16,180,37,136.1901745,50.39036458,0.147379527
Roberge Lake: Tree Island,2017,20170220,12:20h,17,175,52,94.21275428,48.99063223,0.050183782
Roberge Lake: Tree Island,2017,20170220,12:20h,18,210,51,115.2720758,58.78875867,0.076599403
Roberge Lake: Tree Island,2017,20170220,12:20h,19,260,43,169.2699585,72.78608217,0.195901901
Roberge Lake: Tree Island,2017,20170220,12:20h,20,160,48,93.31548996,44.79143518,0.053335157
Roberge Lake: Tree Island,2017,20170220,12:20h,21,280,42,186.6309799,78.38501156,0.243817859
Roberge Lake: Tree Island,2017,20170220,12:20h,22,300,45,186.6309799,83.98394096,0.227563335
Roberge Lake: Tree Island,2017,20170220,12:20h,23,250,36,194.4072707,69.98661747,0.308652526
Roberge Lake: Tree Island,2017,20170220,12:20h,24,210,36,163.3021074,58.78875867,0.217785223
Roberge Lake: Tree Island,2017,20170220,12:20h,25,400,42,266.6156856,111.9785879,0.497587467
Roberge Lake: Tree Island,2017,20170220,12:20h,26,550,72,213.8479978,153.9705584,0.186734779
Roberge Lake: Tree Island,2017,20170220,12:20h,27,600,74,226.9836242,167.9678819,0.204693788
Roberge Lake: Tree Island,2017,20170220,12:20h,28,550,71,216.8599414,153.9705584,0.194736632
Roberge Lake: Tree Island,2017,20170220,12:20h,29,680,79,240.9665817,190.3635995,0.216089604
Roberge Lake: Tree Island,2017,20170220,12:20h,30,640,77,232.6827801,179.1657407,0.206721236
Roberge Lake: Tree Island,2017,20170220,12:20h,31,650,88,206.7786425,181.9652054,0.14284861
Roberge Lake: Tree Island,2017,20170220,12:20h,32,610,85,200.9027607,170.7673466,0.139604756
Roberge Lake: Tree Island,2017,20170220,12:20h,33,480,79,170.0940576,134.3743055,0.107670944
Broad: Coastal Beach Ridge,2018,20180226,12:25h,1,66,8,230.9558376,18.47646701,1.960267011
Broad: Coastal Beach Ridge,2018,20180226,12:25h,2,74,6,345.2673128,20.71603877,5.841266348
Broad: Coastal Beach Ridge,2018,20180226,12:25h,3,71,6,331.2699893,19.87619936,5.377250486
Broad: Coastal Beach Ridge,2018,20180226,12:25h,4,40,5,223.9571759,11.19785879,2.949220818
Broad: Coastal Beach Ridge,2018,20180226,12:25h,5,46,5,257.5507523,12.87753761,3.900344532
Broad: Coastal Beach Ridge,2018,20180226,12:25h,6,39,5,218.3582465,10.91791232,2.80360304
Broad: Coastal Beach Ridge,2018,20180226,12:25h,7,32,5,179.1657407,8.958287036,1.887501324
Broad: Coastal Beach Ridge,2018,20180226,12:25h,8,45,4,314.9397786,12.59759114,7.290249215
Broad: Coastal Beach Ridge,2018,20180226,12:25h,9,37,6,172.6336564,10.35801939,1.460316587
Broad: Coastal Beach Ridge,2018,20180226,12:25h,10,48,6,223.9571759,13.43743055,2.457684015
Broad: Coastal Beach Ridge,2018,20180226,12:25h,11,8,1,223.9571759,2.239571759,14.74610409
Broad: Coastal Beach Ridge,2018,20180226,12:25h,12,35,2,489.9063223,9.798126445,35.28120608
Broad: Coastal Beach Ridge,2018,20180226,12:25h,13,38,3,354.5988618,10.63796585,12.32255458
Broad: Coastal Beach Ridge,2018,20180226,12:25h,14,42,3,391.9250578,11.75775173,15.05331459
Broad: Coastal Beach Ridge,2018,20180226,12:25h,15,42,4,293.9437934,11.75775173,6.350617094
Broad: Coastal Beach Ridge,2018,20180226,12:25h,16,28,4,195.9625289,7.838501156,2.822496486
Broad: Coastal Beach Ridge,2018,20180226,12:25h,17,48,3,447.9143518,13.43743055,19.66147212
Broad: Coastal Beach Ridge,2018,20180226,12:25h,18,45,2,629.8795572,12.59759114,58.32199372
Broad: Coastal Beach Ridge,2018,20180226,12:25h,19,52,6,242.6202739,14.55721643,2.884365268
Broad: Coastal Beach Ridge,2018,20180226,12:25h,20,58,6,270.6149209,16.23689525,3.588389335
Broad: Coastal Beach Ridge,2018,20180226,12:25h,21,63,8,220.457845,17.6366276,1.786111058
Broad: Coastal Beach Ridge,2018,20180226,12:25h,22,55,7,219.9579406,15.39705584,2.032022817
Broad: Coastal Beach Ridge,2018,20180226,12:25h,23,53,7,211.95947,14.8371629,1.886926312
Broad: Coastal Beach Ridge,2018,20180226,12:25h,24,58,8,202.9611907,16.23689525,1.513851751
Broad: Coastal Beach Ridge,2018,20180226,12:25h,25,46,6,214.6256269,12.87753761,2.257143826
Broad: Coastal Beach Ridge,2018,20180226,12:25h,26,56,8,195.9625289,15.67700231,1.411248243
Broad: Coastal Beach Ridge,2018,20180226,12:25h,27,54,11,137.428267,15.11710937,0.5047854
Broad: Coastal Beach Ridge,2018,20180226,12:25h,28,91,9,283.0569862,25.47512876,2.61729441
Broad: Coastal Beach Ridge,2018,20180226,12:25h,29,63,9,195.9625289,17.6366276,1.254442883
Broad: Coastal Beach Ridge,2018,20180226,12:25h,30,71,10,198.7619936,19.87619936,1.161486105
Broad: Coastal Beach Ridge,2018,20180226,12:25h,31,39,7,155.9701761,10.91791232,1.021721225
Broad: Coastal Beach Ridge,2018,20180226,12:25h,32,59,6,275.2806954,16.51684172,3.713193601
Broad: Coastal Beach Ridge,2018,20180226,12:25h,33,38,4,265.9491464,10.63796585,5.198577712
Broad: Riparian Forest,2018,20180224,15:30h,1,350,48,204.1276343,97.98126445,0.255217058
Broad: Riparian Forest,2018,20180224,15:30h,2,380,50,212.7593171,106.3796585,0.266167179
Broad: Riparian Forest,2018,20180224,15:30h,3,320,45,199.0730452,89.58287036,0.258916505
Broad: Riparian Forest,2018,20180224,15:30h,4,320,47,190.6018518,89.58287036,0.227249902
Broad: Riparian Forest,2018,20180224,15:30h,5,400,55,203.5974326,111.9785879,0.221579325
Broad: Riparian Forest,2018,20180224,15:30h,6,220,36,171.0783983,61.58822337,0.239020517
Broad: Riparian Forest,2018,20180224,15:30h,7,400,54,207.3677555,111.9785879,0.234118657
Broad: Riparian Forest,2018,20180224,15:30h,8,380,54,196.9993677,106.3796585,0.211292088
Broad: Riparian Forest,2018,20180224,15:30h,9,410,60,191.2967544,114.7780526,0.179312796
